"Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","B365>2.5","B365<2.5","B365CH","B365CD","B365CA","SourceFile"
"E1",2019-11-02,15:00:00,"Brentford","Huddersfield",0,1,"A",0,0,"D","R Jones",10,4,3,2,12,15,1,4,1,5,0,0,1.45,4.33,7,1.9,1.9,1.45,4.33,7,"E1_1920.csv"
"E1",2019-11-02,15:00:00,"Cardiff","Birmingham",4,2,"H",2,1,"H","A Madley",12,25,6,6,12,18,8,10,1,3,1,1,2,3.3,4,2.1,1.72,2.15,3.1,3.8,"E1_1920.csv"
"E1",2019-11-02,15:00:00,"Derby","Middlesbrough",2,0,"H",1,0,"H","D Bond",23,10,10,1,10,13,6,2,0,1,0,1,2.2,3.3,3.4,2,1.8,2.1,3.4,3.5,"E1_1920.csv"
"E1",2019-11-02,15:00:00,"Fulham","Hull",0,3,"A",0,1,"A","K Stroud",8,10,1,5,8,14,9,1,2,2,0,0,1.6,4.2,5.25,1.53,2.5,1.53,4.33,5.75,"E1_1920.csv"
"E1",2019-11-02,15:00:00,"Leeds","QPR",2,0,"H",1,0,"H","G Eltringham",18,6,6,1,18,20,6,2,1,4,0,0,1.44,4.5,7,1.66,2.2,1.45,4.5,6.5,"E1_1920.csv"
"E1",2019-11-02,15:00:00,"Luton","Nott'm Forest",1,2,"A",0,1,"A","G Ward",9,12,3,4,9,10,8,7,0,1,0,0,2.7,3.3,2.62,1.8,2,2.62,3.3,2.7,"E1_1920.csv"
"E1",2019-11-02,15:00:00,"Reading","Millwall",2,1,"H",2,0,"H","T Harrington",12,14,6,2,11,13,3,6,1,0,0,0,2.2,3.3,3.4,2,1.8,2.25,3.3,3.25,"E1_1920.csv"
"E1",2019-11-03,12:00:00,"Charlton","Preston",0,1,"A",0,0,"D","D Webb",8,16,1,5,16,11,3,9,3,5,0,0,2.9,3.4,2.45,2,1.8,2.9,3.3,2.45,"E1_1920.csv"
"E1",2019-11-04,20:00:00,"Stoke","West Brom",0,2,"A",0,1,"A","T Robinson",8,9,3,3,18,18,4,3,2,1,0,0,3,3.3,2.4,2,1.8,3,3.3,2.4,"E1_1920.csv"
"E1",2019-11-09,12:30:00,"Nott'm Forest","Derby",1,0,"H",0,0,"D","D England",19,11,4,7,14,18,7,8,3,3,0,0,2.2,3.4,3.3,2,1.8,2.05,3.4,3.6,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Barnsley","Stoke",2,4,"A",0,2,"A","J Simpson",12,11,4,9,14,7,5,7,3,1,0,0,2.87,3.3,2.5,1.9,1.9,2.87,3.3,2.5,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Birmingham","Fulham",0,1,"A",0,0,"D","J Gillett",16,10,4,3,12,8,5,7,3,2,0,0,3.1,3.25,2.4,2,1.8,2.75,3.4,2.5,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Hull","West Brom",0,1,"A",0,1,"A","J Linington",10,9,3,2,11,10,2,4,3,3,0,0,3.1,3.6,2.2,1.66,2.2,3,3.7,2.2,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Leeds","Blackburn",2,1,"H",2,1,"H","G Ward",15,4,4,1,9,12,4,5,1,2,0,0,1.45,4.33,7.5,1.8,2,1.45,4.33,7.5,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Millwall","Charlton",2,1,"H",1,0,"H","R Jones",8,6,5,5,14,13,8,3,1,1,0,0,2.05,3.4,3.75,2.1,1.72,1.95,3.4,4,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Preston","Huddersfield",3,1,"H",2,0,"H","G Eltringham",21,8,4,1,11,17,12,4,4,2,0,0,1.75,3.6,4.75,2.1,1.72,1.9,3.4,4.2,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"QPR","Middlesbrough",2,2,"D",2,1,"H","D Coote",14,9,7,4,20,9,8,6,4,2,0,0,1.85,3.75,4,1.72,2.1,2,3.6,3.6,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Reading","Luton",3,0,"H",2,0,"H","A Woolmer",17,4,7,1,12,13,5,3,0,1,0,0,1.9,3.5,4.2,1.72,2.1,1.72,3.8,4.75,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Sheffield Weds","Swansea",2,2,"D",0,1,"A","D Webb",20,13,7,6,10,9,7,4,1,0,0,0,2.2,3.4,3.3,2,1.8,2.15,3.3,3.5,"E1_1920.csv"
"E1",2019-11-09,15:00:00,"Wigan","Brentford",0,3,"A",0,1,"A","A Davies",5,7,1,5,16,17,1,2,1,1,1,1,3.6,3.4,2.1,2,1.8,3.4,3.3,2.2,"E1_1920.csv"
"E1",2019-11-10,12:00:00,"Cardiff","Bristol City",0,1,"A",0,0,"D","T Harrington",16,6,3,2,15,13,7,2,1,2,0,0,1.95,3.6,3.8,1.8,2,2.05,3.5,3.6,"E1_1920.csv"
"E1",2019-11-22,19:45:00,"Fulham","QPR",2,1,"H",1,1,"D","J Linington",11,19,4,7,13,15,4,11,1,0,0,0,1.83,3.75,4.2,1.72,2.1,1.75,3.8,4.5,"E1_1920.csv"
"E1",2019-11-23,12:30:00,"Charlton","Cardiff",2,2,"D",2,0,"H","D Bond",15,23,4,8,12,16,5,4,1,3,0,0,3,3.4,2.37,2,1.8,2.9,3.3,2.45,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Blackburn","Barnsley",3,2,"H",1,0,"H","D Whitestone",9,16,5,5,8,14,2,3,1,1,0,0,1.8,3.7,4.5,1.66,2.2,1.72,3.75,4.75,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Brentford","Reading",1,0,"H",0,0,"D","D Coote",11,6,4,1,13,15,8,7,3,3,0,0,1.72,3.75,5,1.9,1.9,1.83,3.5,4.5,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Bristol City","Nott'm Forest",0,0,"D",0,0,"D","C Pawson",7,12,0,3,15,13,6,6,1,2,0,1,2.37,3.3,3.1,1.9,1.9,2.3,3.4,3.1,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Derby","Preston",1,0,"H",1,0,"H","T Robinson",13,12,4,2,15,9,6,3,0,2,0,0,2.75,3.3,2.62,2,1.8,2.8,3.4,2.5,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Huddersfield","Birmingham",1,1,"D",0,0,"D","K Stroud",17,10,6,2,9,16,5,2,1,1,0,0,2.62,3.1,2.9,2.37,1.57,2.75,3.1,2.75,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Luton","Leeds",1,2,"A",0,0,"D","J Brooks",11,21,5,12,7,11,4,8,0,1,0,0,6.5,4.33,1.5,1.66,2.2,5.75,4.33,1.55,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Stoke","Wigan",2,1,"H",0,1,"A","G Eltringham",16,10,4,2,13,20,3,5,3,2,0,0,1.83,3.4,4.75,2.2,1.66,1.8,3.5,4.75,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"Swansea","Millwall",0,1,"A",0,0,"D","A Davies",10,13,4,5,14,10,4,3,1,2,0,0,1.95,3.5,4,2,1.8,1.9,3.5,4,"E1_1920.csv"
"E1",2019-11-23,15:00:00,"West Brom","Sheffield Weds",2,1,"H",1,0,"H","T Harrington",9,15,3,2,10,20,6,8,1,3,0,1,1.9,3.6,4,1.9,1.9,1.95,3.4,4,"E1_1920.csv"
"E1",2019-11-24,12:00:00,"Middlesbrough","Hull",2,2,"D",2,0,"H","J Simpson",10,12,5,4,10,16,3,9,2,1,1,0,2.5,3.4,2.8,1.72,2.1,2.3,3.5,3,"E1_1920.csv"
"E1",2019-11-26,19:45:00,"Cardiff","Stoke",1,0,"H",1,0,"H","G Ward",7,12,3,1,11,9,2,4,1,1,0,0,2.4,3.25,3,2.2,1.66,2.3,3.25,3.25,"E1_1920.csv"
"E1",2019-11-26,19:45:00,"Fulham","Derby",3,0,"H",2,0,"H","A Woolmer",17,8,8,0,9,11,6,3,1,2,0,0,1.57,4.2,5.5,1.66,2.2,1.6,4.1,5.75,"E1_1920.csv"
"E1",2019-11-26,19:45:00,"Huddersfield","Swansea",1,1,"D",1,1,"D","J Gillett",14,6,5,2,14,11,11,6,3,2,1,0,2.7,3.2,2.7,2,1.8,2.7,3.3,2.62,"E1_1920.csv"
"E1",2019-11-26,19:45:00,"Luton","Charlton",2,1,"H",1,1,"D","D England",16,10,4,2,9,11,5,9,3,1,0,0,2.1,3.6,3.3,1.66,2.2,2,3.75,3.5,"E1_1920.csv"
"E1",2019-11-26,19:45:00,"Millwall","Wigan",2,2,"D",1,1,"D","D Whitestone",9,14,5,7,7,13,7,5,2,1,0,0,1.9,3.4,4.33,2.3,1.61,1.9,3.3,4.6,"E1_1920.csv"
"E1",2019-11-26,20:00:00,"Reading","Leeds",0,1,"A",0,0,"D","D Bond",8,16,2,2,12,12,7,11,1,1,0,0,4.5,3.8,1.75,1.9,1.9,4.75,3.8,1.72,"E1_1920.csv"
"E1",2019-11-27,19:45:00,"Blackburn","Brentford",1,0,"H",1,0,"H","M Donohue",7,16,4,4,15,14,4,4,2,1,0,0,3.1,3.3,2.37,1.9,1.9,3,3.3,2.37,"E1_1920.csv"
"E1",2019-11-27,19:45:00,"Hull","Preston",4,0,"H",1,0,"H","J Moss",21,13,10,4,11,9,4,8,1,1,0,0,2.62,3.4,2.7,1.8,2,2.5,3.4,2.75,"E1_1920.csv"
"E1",2019-11-27,19:45:00,"Middlesbrough","Barnsley",1,0,"H",0,0,"D","O Langford",12,14,5,2,9,13,8,3,3,0,0,0,1.95,3.5,4,1.66,2.2,2.15,3.6,3.2,"E1_1920.csv"
"E1",2019-11-27,19:45:00,"QPR","Nott'm Forest",0,4,"A",0,1,"A","S Martin",11,14,4,8,11,8,5,6,1,2,1,0,2.3,3.4,3.1,1.72,2.1,2.2,3.6,3.1,"E1_1920.csv"
"E1",2019-11-27,19:45:00,"Sheffield Weds","Birmingham",1,1,"D",0,0,"D","P Bankes",24,7,5,2,7,10,12,1,1,3,0,0,1.95,3.3,4.2,2.1,1.72,1.83,3.5,4.5,"E1_1920.csv"
"E1",2019-11-27,20:00:00,"West Brom","Bristol City",4,1,"H",2,0,"H","G Eltringham",15,9,7,1,12,11,4,4,0,2,0,0,1.61,3.9,5.75,1.66,2.2,1.53,4.33,5.75,"E1_1920.csv"
"E1",2019-11-29,19:45:00,"Swansea","Fulham",1,2,"A",0,2,"A","S Hooper",18,10,7,4,12,18,6,0,0,1,0,0,2.87,3.5,2.4,1.72,2.1,2.65,3.6,2.5,"E1_1920.csv"
"E1",2019-11-30,12:30:00,"Charlton","Sheffield Weds",1,3,"A",1,1,"D","T Robinson",8,18,2,8,9,12,1,7,2,2,0,0,3.8,3.6,1.95,2,1.8,4,3.75,1.85,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Barnsley","Hull",3,1,"H",1,0,"H","J Brooks",11,6,5,1,9,15,6,6,0,1,0,0,2.62,3.75,2.45,1.57,2.37,2.9,3.8,2.25,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Birmingham","Millwall",1,1,"D",0,0,"D","A Woolmer",10,11,3,5,13,11,5,3,0,0,0,0,2.15,3.1,3.8,2.3,1.61,2.3,3.25,3.25,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Brentford","Luton",7,0,"H",5,0,"H","T Harrington",21,4,12,1,7,10,9,3,0,0,0,0,1.44,4.33,7.5,1.66,2.2,1.45,4.33,7,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Bristol City","Huddersfield",5,2,"H",4,1,"H","D England",12,11,8,5,6,11,4,4,0,1,0,0,2.2,3.2,3.5,2,1.8,2.25,3.25,3.3,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Derby","QPR",1,1,"D",1,1,"D","D Webb",13,13,4,2,10,14,8,9,1,3,0,0,2.37,3.6,2.8,1.72,2.1,2.2,3.6,3.1,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Leeds","Middlesbrough",4,0,"H",2,0,"H","K Stroud",16,7,10,1,11,19,4,1,2,3,0,0,1.3,5,12,1.66,2.2,1.22,5.75,13,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Nott'm Forest","Cardiff",0,1,"A",0,1,"A","R Jones",32,10,2,4,12,14,9,1,0,1,0,0,2.25,3.3,3.25,2,1.8,2.1,3.3,3.6,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Stoke","Blackburn",1,2,"A",0,1,"A","K Friend",16,6,4,5,9,5,6,2,0,0,0,0,1.95,3.4,4,2,1.8,1.9,3.5,4.2,"E1_1920.csv"
"E1",2019-11-30,15:00:00,"Wigan","Reading",1,3,"A",1,0,"H","J Simpson",9,21,7,5,15,11,4,3,2,2,0,0,2.62,3.25,2.75,2.1,1.72,2.45,3.25,2.9,"E1_1920.csv"
"E1",2019-12-02,19:45:00,"Preston","West Brom",0,1,"A",0,0,"D","O Langford",7,11,2,4,10,10,4,9,0,1,0,0,3,3.25,2.37,1.8,2,4,4,1.8,"E1_1920.csv"
"E1",2019-12-06,19:45:00,"Millwall","Nott'm Forest",2,2,"D",1,0,"H","J Brooks",16,10,5,5,10,9,10,2,1,2,0,0,2.5,3.2,2.9,2.3,1.61,2.45,3,3.2,"E1_1920.csv"
"E1",2019-12-07,12:30:00,"Huddersfield","Leeds",0,2,"A",0,0,"D","G Ward",10,14,3,4,10,15,7,5,2,3,0,0,7,4,1.53,2,1.8,6,4.1,1.55,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Blackburn","Derby",1,0,"H",0,0,"D","O Langford",11,13,3,1,9,13,7,3,1,1,0,0,2,3.5,3.8,1.9,1.9,1.9,3.6,3.9,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Cardiff","Barnsley",3,2,"H",1,1,"D","P Tierney",11,14,2,2,10,18,8,5,1,5,0,0,1.72,3.9,4.6,1.66,2.2,1.8,3.8,4.2,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Fulham","Bristol City",1,2,"A",0,1,"A","J Simpson",21,12,5,3,15,6,8,2,6,2,0,0,1.66,4,5,1.61,2.3,1.61,4.2,5,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Hull","Stoke",2,1,"H",0,1,"A","D Bond",23,6,6,4,12,7,7,4,0,0,0,0,2.45,3.4,2.87,1.9,1.9,2.45,3.4,2.87,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Luton","Wigan",2,1,"H",0,1,"A","A Madley",18,11,5,1,9,18,8,3,1,2,0,1,2.4,3.5,2.87,1.8,2,2.45,3.5,2.8,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Middlesbrough","Charlton",1,0,"H",1,0,"H","S Martin",23,5,3,2,15,20,4,5,1,3,0,0,1.9,3.75,3.8,1.8,2,1.83,3.75,4.2,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"QPR","Preston",2,0,"H",1,0,"H","A Davies",11,8,6,3,14,19,2,2,2,2,0,0,2.25,3.6,3,1.66,2.2,2.1,3.75,3.2,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Reading","Birmingham",2,3,"A",1,1,"D","T Robinson",14,16,4,5,19,7,8,5,1,1,0,0,2.15,3.4,3.4,1.9,1.9,2.05,3.5,3.6,"E1_1920.csv"
"E1",2019-12-07,15:00:00,"Sheffield Weds","Brentford",2,1,"H",0,1,"A","D Whitestone",12,12,3,2,10,7,5,7,1,2,0,0,2.5,3.25,2.87,2.1,1.72,2.55,3.25,2.8,"E1_1920.csv"
"E1",2019-12-08,12:00:00,"West Brom","Swansea",5,1,"H",3,1,"H","K Stroud",19,11,9,4,15,11,7,7,1,2,0,0,1.6,4.2,5.25,1.61,2.3,1.57,4.33,5.25,"E1_1920.csv"
"E1",2019-12-10,19:45:00,"Bristol City","Millwall",1,2,"A",0,1,"A","G Ward",10,14,5,3,6,14,6,4,0,0,0,0,2.2,3.25,3.5,2,1.8,2.2,3.4,3.25,"E1_1920.csv"
"E1",2019-12-10,19:45:00,"Charlton","Huddersfield",0,1,"A",0,0,"D","G Scott",6,15,0,5,16,15,1,6,3,2,0,0,2.65,3.3,2.65,2.1,1.72,2.55,3.3,2.8,"E1_1920.csv"
"E1",2019-12-10,19:45:00,"Leeds","Hull",2,0,"H",0,0,"D","D Webb",12,11,2,2,8,11,5,5,2,1,0,0,1.36,5,8.5,1.57,2.37,1.4,5,7,"E1_1920.csv"
"E1",2019-12-10,19:45:00,"Nott'm Forest","Middlesbrough",1,1,"D",0,0,"D","A Woolmer",9,9,3,3,13,20,10,1,4,2,0,0,1.75,3.7,4.75,1.9,1.9,1.72,3.75,4.75,"E1_1920.csv"
"E1",2019-12-10,19:45:00,"Preston","Fulham",2,1,"H",1,0,"H","K Stroud",19,15,7,1,13,12,6,5,4,1,1,1,3.1,3.5,2.25,1.8,2,2.8,3.5,2.45,"E1_1920.csv"
"E1",2019-12-10,20:00:00,"Stoke","Luton",3,0,"H",2,0,"H","J Gillett",15,4,8,1,16,10,7,4,1,2,0,0,1.61,4.1,5.25,1.72,2.1,1.66,3.9,5,"E1_1920.csv"
"E1",2019-12-11,19:45:00,"Barnsley","Reading",1,1,"D",0,0,"D","M Donohue",21,14,8,6,11,17,7,5,2,1,0,0,2.62,3.4,2.62,1.72,2.1,2.45,3.4,2.87,"E1_1920.csv"
"E1",2019-12-11,19:45:00,"Birmingham","QPR",0,2,"A",0,1,"A","D Bond",16,6,2,2,15,15,9,0,2,2,0,0,2.3,3.4,3.1,1.9,1.9,2.35,3.5,2.9,"E1_1920.csv"
"E1",2019-12-11,19:45:00,"Brentford","Cardiff",2,1,"H",1,0,"H","J Brooks",16,10,5,3,13,11,6,9,2,2,0,0,1.66,3.75,5.5,1.9,1.9,1.55,4.2,5.75,"E1_1920.csv"
"E1",2019-12-11,19:45:00,"Derby","Sheffield Weds",1,1,"D",0,1,"A","S Martin",11,12,2,3,12,14,5,12,3,3,0,1,3.1,3.3,2.37,2,1.8,3,3.4,2.3,"E1_1920.csv"
"E1",2019-12-11,19:45:00,"Swansea","Blackburn",1,1,"D",1,1,"D","J Simpson",14,8,3,2,11,11,12,3,0,0,1,1,2.15,3.4,3.4,1.8,2,2.15,3.5,3.25,"E1_1920.csv"
"E1",2019-12-11,19:45:00,"Wigan","West Brom",1,1,"D",0,0,"D","A Davies",14,6,5,2,14,14,4,3,1,2,0,0,5.5,3.75,1.66,1.8,2,5,4,1.65,"E1_1920.csv"
"E1",2019-12-13,19:45:00,"Charlton","Hull",2,2,"D",1,0,"H","A Davies",5,15,2,5,7,11,4,9,2,2,0,0,3.8,3.6,1.95,1.72,2.1,4,3.75,1.85,"E1_1920.csv"
"E1",2019-12-14,12:30:00,"Birmingham","West Brom",2,3,"A",1,1,"D","D England",16,9,6,3,11,12,7,2,2,2,0,0,4.2,3.75,1.85,1.9,1.9,4.2,3.8,1.8,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Barnsley","QPR",5,3,"H",2,1,"H","K Stroud",13,12,7,6,9,14,3,2,4,3,0,0,2.5,3.6,2.62,1.57,2.37,2.6,3.75,2.5,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Brentford","Fulham",1,0,"H",1,0,"H","O Langford",23,11,7,2,6,13,10,3,1,1,0,0,2.2,3.4,3.3,1.8,2,2,3.5,3.75,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Bristol City","Blackburn",0,2,"A",0,1,"A","J Brooks",6,8,1,5,16,16,5,5,1,2,0,0,2.15,3.4,3.4,1.8,2,2.15,3.4,3.4,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Derby","Millwall",0,1,"A",0,1,"A","C Kavanagh",11,7,1,2,13,9,9,3,1,2,0,0,2.5,3.2,3,2.3,1.61,2.55,3.2,2.9,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Leeds","Cardiff",3,3,"D",2,0,"H","T Harrington",25,10,8,3,5,17,14,3,1,1,0,1,1.33,5,9.5,1.72,2.1,1.33,5,10,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Nott'm Forest","Sheffield Weds",0,4,"A",0,4,"A","J Linington",9,13,3,6,6,12,4,4,0,0,0,0,2.55,3.25,2.87,2.1,1.72,2.7,3.1,2.75,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Preston","Luton",2,1,"H",1,1,"D","G Ward",11,10,3,3,13,16,6,5,0,3,0,0,1.61,4.2,5,1.66,2.2,1.55,4.33,5.75,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Stoke","Reading",0,0,"D",0,0,"D","L Mason",11,3,0,0,12,12,1,4,1,3,0,0,2,3.4,3.9,2,1.8,1.9,3.5,4.2,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Swansea","Middlesbrough",3,1,"H",1,0,"H","D Whitestone",10,8,7,3,13,19,6,6,2,1,0,2,1.9,3.5,4.2,1.8,2,1.83,3.75,4.2,"E1_1920.csv"
"E1",2019-12-14,15:00:00,"Wigan","Huddersfield",1,1,"D",1,0,"H","S Martin",7,4,2,4,13,20,3,2,1,2,0,0,2.5,3.2,2.87,2.2,1.66,2.5,3.2,2.87,"E1_1920.csv"
"E1",2019-12-20,19:45:00,"Middlesbrough","Stoke",2,1,"H",0,0,"D","O Langford",7,12,4,3,15,15,4,2,2,4,0,0,2.8,3.2,2.6,2.2,1.66,2.87,3.2,2.55,"E1_1920.csv"
"E1",2019-12-21,12:30:00,"Cardiff","Preston",0,0,"D",0,0,"D","J Simpson",3,16,1,3,11,11,1,3,1,2,0,0,2.3,3.3,3.2,2,1.8,2.3,3.4,3.1,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"Fulham","Leeds",2,1,"H",1,0,"H","T Robinson",7,15,3,7,15,15,4,7,3,4,0,0,3.5,3.75,2,1.72,2.1,3.4,3.9,2,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"Huddersfield","Nott'm Forest",2,1,"H",1,0,"H","A Davies",13,15,5,5,5,10,5,9,3,3,0,0,2.62,3.25,2.75,2.2,1.66,2.5,3,3.1,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"Hull","Birmingham",3,0,"H",1,0,"H","A Backhouse",14,12,6,2,6,8,9,6,2,2,0,0,1.9,3.6,4,1.8,2,1.9,3.7,3.8,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"Luton","Swansea",0,1,"A",0,0,"D","D Webb",14,20,1,4,6,12,4,8,1,2,0,0,3.2,3.5,2.2,1.61,2.3,3.1,3.75,2.15,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"Millwall","Barnsley",1,2,"A",0,1,"A","J Gillett",16,13,1,6,10,17,8,3,2,4,0,0,1.83,3.7,4.2,1.8,2,1.9,3.6,4,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"QPR","Charlton",2,2,"D",1,0,"H","M Donohue",21,11,9,4,13,14,9,8,3,4,0,0,1.6,4.2,5.25,1.61,2.3,1.57,4.4,5.25,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"Reading","Derby",3,0,"H",1,0,"H","M Salisbury",14,16,7,6,8,17,6,6,2,7,0,1,2.05,3.4,3.6,2,1.8,2.05,3.4,3.6,"E1_1920.csv"
"E1",2019-12-21,15:00:00,"West Brom","Brentford",1,1,"D",1,1,"D","D Bond",12,15,4,3,13,3,6,7,2,1,0,0,2.2,3.4,3.3,1.8,2,2.25,3.3,3.25,"E1_1920.csv"
"E1",2019-12-22,12:00:00,"Sheffield Weds","Bristol City",1,0,"H",0,0,"D","T Harrington",15,3,6,1,14,14,8,1,1,3,0,0,1.72,3.8,4.75,1.8,2,1.72,3.8,4.75,"E1_1920.csv"
"E1",2019-12-23,19:45:00,"Blackburn","Wigan",0,0,"D",0,0,"D","G Ward",10,12,4,4,12,14,7,5,1,2,0,0,1.75,3.6,4.8,2,1.8,1.75,3.8,4.5,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Barnsley","West Brom",1,1,"D",0,1,"A","T Harrington",22,7,8,2,8,15,6,2,1,3,0,0,4.33,3.8,1.8,1.57,2.37,3.8,3.75,1.9,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Blackburn","Birmingham",1,1,"D",0,0,"D","R Jones",11,13,3,3,16,23,3,2,3,3,0,0,2.1,3.4,3.6,2,1.8,2.15,3.25,3.5,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Brentford","Swansea",3,1,"H",2,0,"H","A Woolmer",19,16,4,4,8,12,7,2,0,2,0,0,1.61,4,5.5,1.72,2.1,1.61,4,5.5,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Cardiff","Millwall",1,1,"D",0,0,"D","D Webb",13,7,5,3,12,8,5,8,0,0,0,0,2.3,3.25,3.25,2.1,1.72,2.37,3.25,3.1,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Charlton","Bristol City",3,2,"H",1,0,"H","K Stroud",14,12,6,4,11,14,6,10,3,1,0,0,3.25,3.3,2.3,1.8,2,2.9,3.4,2.4,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Hull","Nott'm Forest",0,2,"A",0,1,"A","G Eltringham",10,10,1,4,14,16,6,2,4,2,0,0,2.05,3.4,3.75,1.9,1.9,2.05,3.5,3.6,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Luton","Fulham",3,3,"D",2,1,"H","D Whitestone",10,19,3,12,9,11,6,8,0,0,0,0,4,3.9,1.83,1.57,2.37,4.5,4.2,1.7,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Middlesbrough","Huddersfield",1,0,"H",1,0,"H","D England",14,8,3,3,12,7,5,4,3,4,0,0,2.45,3.1,3.1,2.2,1.66,2.3,3.2,3.25,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Stoke","Sheffield Weds",3,2,"H",1,0,"H","J Brooks",17,4,8,3,6,25,8,2,0,2,0,0,2.6,3.2,2.8,2.2,1.66,2.87,3.1,2.62,"E1_1920.csv"
"E1",2019-12-26,15:00:00,"Wigan","Derby",1,1,"D",0,0,"D","J Gillett",11,7,4,3,12,22,10,2,1,3,0,0,2.4,3.3,3,2.1,1.72,2.4,3.3,3,"E1_1920.csv"
"E1",2019-12-26,17:15:00,"Leeds","Preston",1,1,"D",0,1,"A","D Bond",17,12,4,2,11,22,12,4,3,4,0,0,1.4,4.75,8,1.66,2.2,1.44,4.5,7,"E1_1920.csv"
"E1",2019-12-26,19:30:00,"Reading","QPR",1,0,"H",0,0,"D","J Linington",13,16,4,4,11,15,7,6,1,0,0,0,2.3,3.5,3,1.8,2,2.4,3.6,2.75,"E1_1920.csv"
"E1",2019-12-29,15:00:00,"Birmingham","Leeds",4,5,"A",1,2,"A","K Stroud",15,11,4,5,10,11,7,9,5,3,0,0,5.25,3.8,1.66,1.9,1.9,5,3.9,1.66,"E1_1920.csv"
"E1",2019-12-29,15:00:00,"Bristol City","Luton",3,0,"H",2,0,"H","O Langford",14,9,8,1,13,17,5,4,1,4,0,0,1.66,4.1,4.75,1.61,2.3,1.75,4,4.2,"E1_1920.csv"
"E1",2019-12-29,15:00:00,"Fulham","Stoke",1,0,"H",1,0,"H","A Davies",10,11,5,6,11,14,5,3,2,3,0,0,1.83,3.6,4.33,1.9,1.9,2.05,3.6,3.5,"E1_1920.csv"
"E1",2019-12-29,15:00:00,"Huddersfield","Blackburn",2,1,"H",1,1,"D","A Woolmer",17,10,4,3,15,13,7,3,2,1,0,0,2.37,3.4,3,2.2,1.66,2.5,3.25,2.9,"E1_1920.csv"
