"Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","B365>2.5","B365<2.5","B365CH","B365CD","B365CA","SourceFile"
"E0",2022-02-13,14:00:00,"Newcastle","Aston Villa",1,0,"H",1,0,"H","C Pawson",10,11,2,1,22,15,3,6,3,4,0,0,2.7,3.3,2.62,1.85,2.05,2.75,3.3,2.55,"E0_2122.csv"
"E0",2022-02-13,14:00:00,"Tottenham","Wolves",0,2,"A",0,2,"A","K Friend",17,11,7,7,13,13,7,3,3,1,0,0,1.7,3.6,5.5,2.2,1.66,1.66,3.75,5.5,"E0_2122.csv"
"E0",2022-02-13,16:30:00,"Leicester","West Ham",2,2,"D",1,1,"D","M Oliver",13,8,2,3,10,9,5,4,1,2,0,0,2.9,3.5,2.3,1.66,2.2,2.9,3.4,2.4,"E0_2122.csv"
"E0",2022-02-15,20:15:00,"Man United","Brighton",2,0,"H",0,0,"D","P Bankes",19,10,7,3,8,10,10,2,3,1,0,1,1.72,3.75,4.75,1.92,1.98,1.75,3.6,4.75,"E0_2122.csv"
"E0",2022-02-19,12:30:00,"West Ham","Newcastle",1,1,"D",1,1,"D","C Kavanagh",11,14,3,3,3,7,3,7,3,3,0,0,1.7,4,4.75,1.8,2,1.61,4,5.5,"E0_2122.csv"
"E0",2022-02-19,15:00:00,"Arsenal","Brentford",2,1,"H",0,0,"D","J Moss",24,6,8,2,10,5,14,0,1,1,0,0,1.44,4.2,8,1.97,1.93,1.5,3.75,8,"E0_2122.csv"
"E0",2022-02-19,15:00:00,"Aston Villa","Watford",0,1,"A",0,0,"D","R Jones",20,8,1,4,12,7,10,5,1,2,0,0,1.65,3.6,5.75,2.01,1.89,1.6,3.8,6,"E0_2122.csv"
"E0",2022-02-19,15:00:00,"Brighton","Burnley",0,3,"A",0,2,"A","K Friend",11,10,1,4,12,12,4,4,1,4,0,0,1.66,3.5,6,2.2,1.66,1.65,3.6,6,"E0_2122.csv"
"E0",2022-02-19,15:00:00,"Crystal Palace","Chelsea",0,1,"A",0,0,"D","D Coote",7,9,0,3,4,20,4,4,1,3,0,0,5.5,3.8,1.65,2.05,1.85,5.5,3.75,1.65,"E0_2122.csv"
"E0",2022-02-19,15:00:00,"Liverpool","Norwich",3,1,"H",0,0,"D","M Dean",29,6,8,1,7,8,9,4,0,1,0,0,1.1,9,23,1.36,3.2,1.12,9.5,17,"E0_2122.csv"
"E0",2022-02-19,15:00:00,"Southampton","Everton",2,0,"H",0,0,"D","A Madley",19,9,11,0,6,9,4,4,0,2,0,0,2.1,3.5,3.5,1.72,2.1,2,3.6,3.6,"E0_2122.csv"
"E0",2022-02-19,17:30:00,"Man City","Tottenham",2,3,"A",1,1,"D","A Taylor",21,6,4,5,5,7,10,0,0,3,0,0,1.28,6,10,1.57,2.37,1.28,5.75,10,"E0_2122.csv"
"E0",2022-02-20,14:00:00,"Leeds","Man United",2,4,"A",0,2,"A","P Tierney",16,15,6,9,13,19,3,3,6,3,0,0,3.9,3.8,1.85,1.61,2.3,4.75,4.2,1.66,"E0_2122.csv"
"E0",2022-02-20,16:30:00,"Wolves","Leicester",2,1,"H",1,1,"D","C Pawson",11,17,3,7,12,9,7,10,4,4,0,0,2.25,3.3,3.25,2.1,1.72,2.2,3.2,3.6,"E0_2122.csv"
"E0",2022-02-23,19:30:00,"Burnley","Tottenham",1,0,"H",0,0,"D","G Scott",15,12,4,2,8,8,3,7,0,0,0,0,4.6,3.8,1.75,2.1,1.72,4.5,3.6,1.83,"E0_2122.csv"
"E0",2022-02-23,19:30:00,"Watford","Crystal Palace",1,4,"A",1,2,"A","A Marriner",8,7,1,5,12,9,6,4,2,1,0,0,3.1,3.3,2.3,2.2,1.66,2.87,3.1,2.6,"E0_2122.csv"
"E0",2022-02-23,19:45:00,"Liverpool","Leeds",6,0,"H",3,0,"H","M Oliver",23,3,15,2,5,11,4,0,0,3,0,0,1.16,8,15,1.28,3.75,1.18,7.5,13,"E0_2122.csv"
"E0",2022-02-24,19:45:00,"Arsenal","Wolves",2,1,"H",0,1,"A","M Atkinson",26,6,5,2,8,9,5,4,1,1,0,0,1.65,3.8,5.5,2.2,1.66,1.61,3.6,5.75,"E0_2122.csv"
"E0",2022-02-25,20:00:00,"Southampton","Norwich",2,0,"H",1,0,"H","S Hooper",27,8,9,1,12,9,13,6,1,2,0,0,1.53,4.33,6,1.72,2.1,1.45,4.5,7,"E0_2122.csv"
"E0",2022-02-26,12:30:00,"Leeds","Tottenham",0,4,"A",0,3,"A","C Pawson",19,15,3,11,16,11,3,6,4,2,0,0,4.2,3.6,1.85,1.61,2.3,3.75,3.6,1.95,"E0_2122.csv"
"E0",2022-02-26,15:00:00,"Brentford","Newcastle",0,2,"A",0,2,"A","M Dean",6,26,1,11,9,7,6,6,3,1,1,0,2.5,3.2,3,2.3,1.61,2.25,3.1,3.5,"E0_2122.csv"
"E0",2022-02-26,15:00:00,"Crystal Palace","Burnley",1,1,"D",1,0,"H","J Moss",11,5,4,1,5,17,5,4,0,2,0,0,1.9,3.6,4,2.2,1.66,1.9,3.3,4.5,"E0_2122.csv"
"E0",2022-02-26,15:00:00,"Man United","Watford",0,0,"D",0,0,"D","K Friend",22,10,3,2,2,7,4,3,0,0,0,0,1.3,5.5,9.5,1.61,2.3,1.36,5,7.5,"E0_2122.csv"
"E0",2022-02-26,15:30:00,"Brighton","Aston Villa",0,2,"A",0,1,"A","J Brooks",12,9,1,4,17,11,7,2,4,5,0,0,2.2,3.3,3.5,2.1,1.72,2.15,3.4,3.4,"E0_2122.csv"
"E0",2022-02-26,17:30:00,"Everton","Man City",0,1,"A",0,0,"D","P Tierney",6,13,2,8,7,14,3,4,3,2,0,0,10,5.75,1.28,1.57,2.37,12,6,1.25,"E0_2122.csv"
"E0",2022-02-27,14:00:00,"West Ham","Wolves",1,0,"H",0,0,"D","A Taylor",13,14,4,1,8,2,3,5,1,0,0,0,2.05,3.3,3.8,2.3,1.61,1.95,3.3,4.33,"E0_2122.csv"
"E0",2022-03-01,19:45:00,"Burnley","Leicester",0,2,"A",0,0,"D","C Kavanagh",9,22,2,6,10,13,6,8,1,1,0,0,2.9,3.4,2.4,2.02,1.88,2.9,3.25,2.5,"E0_2122.csv"
"E0",2022-03-05,12:30:00,"Leicester","Leeds",1,0,"H",0,0,"D","D Coote",7,19,4,4,9,12,5,10,1,2,0,0,1.75,4,4.2,1.53,2.5,2.05,3.6,3.6,"E0_2122.csv"
"E0",2022-03-05,15:00:00,"Aston Villa","Southampton",4,0,"H",2,0,"H","P Bankes",14,11,9,1,10,8,4,7,1,1,0,0,2.3,3.5,3,1.86,2.04,2.15,3.6,3.1,"E0_2122.csv"
"E0",2022-03-05,15:00:00,"Burnley","Chelsea",0,4,"A",0,0,"D","A Marriner",6,11,1,5,12,7,5,2,2,0,0,0,6.5,4.33,1.5,2.1,1.72,7,3.8,1.5,"E0_2122.csv"
"E0",2022-03-05,15:00:00,"Newcastle","Brighton",2,1,"H",2,0,"H","M Atkinson",10,15,4,4,8,10,4,7,1,1,0,0,2.75,3.2,2.62,2.3,1.61,2.7,3.2,2.7,"E0_2122.csv"
"E0",2022-03-05,15:00:00,"Norwich","Brentford",1,3,"A",0,1,"A","A Taylor",15,10,7,6,13,18,5,5,2,5,0,0,2.9,3.1,2.5,2.3,1.61,3.1,3.1,2.4,"E0_2122.csv"
"E0",2022-03-05,15:00:00,"Wolves","Crystal Palace",0,2,"A",0,2,"A","A Madley",12,12,5,8,13,8,7,7,0,3,0,0,2.3,3.1,3.4,2.62,1.5,2.3,3.1,3.4,"E0_2122.csv"
"E0",2022-03-05,17:30:00,"Liverpool","West Ham",1,0,"H",1,0,"H","J Moss",22,13,5,5,7,7,4,6,2,1,0,0,1.28,5.75,9.5,1.5,2.62,1.22,7,12,"E0_2122.csv"
"E0",2022-03-06,14:00:00,"Watford","Arsenal",2,3,"A",1,2,"A","C Pawson",13,16,7,4,5,11,1,5,1,2,0,0,6,4,1.57,2.05,1.85,6.5,4.2,1.5,"E0_2122.csv"
"E0",2022-03-06,16:30:00,"Man City","Man United",4,1,"H",2,1,"H","M Oliver",24,5,10,2,10,14,9,3,0,1,0,0,1.4,4.75,7.5,1.61,2.3,1.4,4.5,7,"E0_2122.csv"
"E0",2022-03-07,20:00:00,"Tottenham","Everton",5,0,"H",3,0,"H","S Attwell",14,6,7,0,15,10,5,2,2,0,0,0,1.57,3.8,5.75,1.72,2.1,1.7,3.8,4.75,"E0_2122.csv"
"E0",2022-03-10,19:30:00,"Norwich","Chelsea",1,3,"A",0,2,"A","M Atkinson",9,15,3,7,8,15,3,8,0,2,0,0,11,4.75,1.3,1.72,2.1,8.5,4.75,1.36,"E0_2122.csv"
"E0",2022-03-10,19:30:00,"Southampton","Newcastle",1,2,"A",1,1,"D","K Friend",14,8,5,4,6,7,12,5,1,1,0,0,2,3.75,3.5,1.8,2,1.9,3.6,4,"E0_2122.csv"
"E0",2022-03-10,19:30:00,"Wolves","Watford",4,0,"H",2,0,"H","D England",10,9,5,0,11,10,5,2,2,2,0,0,1.75,3.6,4.5,2.3,1.61,1.9,3.4,4.2,"E0_2122.csv"
"E0",2022-03-10,19:45:00,"Leeds","Aston Villa",0,3,"A",0,1,"A","S Hooper",4,15,1,9,17,11,3,5,5,3,0,0,2.7,3.5,2.5,1.72,2.1,2.8,3.5,2.4,"E0_2122.csv"
"E0",2022-03-12,12:30:00,"Brighton","Liverpool",0,2,"A",0,1,"A","M Dean",8,18,3,9,12,15,7,6,3,1,0,0,6,4.33,1.5,1.72,2.1,7,4.5,1.45,"E0_2122.csv"
"E0",2022-03-12,15:00:00,"Brentford","Burnley",2,0,"H",0,0,"D","P Tierney",13,7,4,1,6,10,2,9,1,1,0,1,2.15,3.2,3.6,2.3,1.61,2.05,3.25,3.8,"E0_2122.csv"
"E0",2022-03-12,17:30:00,"Man United","Tottenham",3,2,"H",2,1,"H","J Moss",10,10,6,3,8,7,4,5,2,1,0,0,2.2,3.4,3.25,1.72,2.1,2.25,3.5,3.1,"E0_2122.csv"
"E0",2022-03-13,14:00:00,"Chelsea","Newcastle",1,0,"H",0,0,"D","D Coote",8,7,3,2,17,16,7,2,4,3,0,0,1.3,5.25,11,1.72,2.1,1.4,4.75,7.5,"E0_2122.csv"
"E0",2022-03-13,14:00:00,"Everton","Wolves",0,1,"A",0,0,"D","M Oliver",8,14,2,3,13,11,5,2,2,1,1,0,2.3,3.2,3.3,2.3,1.61,2.25,3,3.6,"E0_2122.csv"
"E0",2022-03-13,14:00:00,"Leeds","Norwich",2,1,"H",1,0,"H","S Attwell",13,12,7,4,18,8,6,2,3,1,0,0,1.55,4.2,5.75,1.66,2.2,1.65,4,5,"E0_2122.csv"
"E0",2022-03-13,14:00:00,"Southampton","Watford",1,2,"A",1,2,"A","G Scott",13,9,7,5,8,12,11,3,3,2,0,0,1.6,4.2,5.25,1.8,2,1.66,4.2,4.75,"E0_2122.csv"
"E0",2022-03-13,14:00:00,"West Ham","Aston Villa",2,1,"H",0,0,"D","J Gillett",11,13,4,7,9,3,5,7,1,0,0,0,2.25,3.3,3.3,2.01,1.89,2.4,3.3,2.9,"E0_2122.csv"
"E0",2022-03-13,16:30:00,"Arsenal","Leicester",2,0,"H",1,0,"H","A Taylor",21,6,8,3,8,10,2,6,0,3,0,0,1.5,4.5,6,1.61,2.3,1.4,4.75,7,"E0_2122.csv"
"E0",2022-03-14,20:00:00,"Crystal Palace","Man City",0,0,"D",0,0,"D","M Atkinson",7,18,1,4,6,11,2,6,3,1,0,0,10,5,1.33,1.72,2.1,9,5.25,1.33,"E0_2122.csv"
"E0",2022-03-16,19:30:00,"Brighton","Tottenham",0,2,"A",0,1,"A","R Jones",15,17,0,7,11,9,6,3,2,2,0,0,3.3,3.3,2.25,2,1.8,3.5,3.4,2.1,"E0_2122.csv"
"E0",2022-03-16,20:15:00,"Arsenal","Liverpool",0,2,"A",0,0,"D","A Marriner",9,9,2,3,9,9,1,6,0,1,0,0,3.5,4,1.9,1.72,2.1,3.5,3.75,2,"E0_2122.csv"
"E0",2022-03-17,19:45:00,"Everton","Newcastle",1,0,"H",0,0,"D","C Pawson",9,17,3,6,13,11,5,7,2,1,1,0,2.4,3.25,3.1,1.9,2,2.4,3.25,3.1,"E0_2122.csv"
"E0",2022-03-18,20:00:00,"Wolves","Leeds",2,3,"A",2,0,"H","K Friend",14,15,8,6,13,14,2,5,1,4,1,0,2.1,3.5,3.4,1.99,1.91,2.15,3.5,3.25,"E0_2122.csv"
"E0",2022-03-19,12:30:00,"Aston Villa","Arsenal",0,1,"A",0,1,"A","A Madley",8,10,1,3,13,14,6,5,3,3,0,0,3,3.3,2.4,1.92,1.98,2.8,3.4,2.45,"E0_2122.csv"
"E0",2022-03-20,14:00:00,"Leicester","Brentford",2,1,"H",2,0,"H","D England",12,15,4,6,10,10,2,5,1,2,0,0,2.15,3.4,3.4,1.91,1.99,2.1,3.4,3.6,"E0_2122.csv"
"E0",2022-03-20,16:30:00,"Tottenham","West Ham",3,1,"H",2,1,"H","A Taylor",17,6,4,1,7,7,5,3,0,1,0,0,1.72,3.8,4.75,1.72,2.1,1.7,3.75,5.25,"E0_2122.csv"
"E0",2022-04-02,12:30:00,"Liverpool","Watford",2,0,"H",1,0,"H","S Attwell",20,5,3,2,9,8,9,3,1,1,0,0,1.12,9.5,17,1.36,3.2,1.14,8.5,15,"E0_2122.csv"
"E0",2022-04-02,15:00:00,"Brighton","Norwich",0,0,"D",0,0,"D","S Hooper",31,6,4,0,12,11,11,2,1,1,0,0,1.5,4,7,2,1.8,1.5,4.2,7,"E0_2122.csv"
"E0",2022-04-02,15:00:00,"Burnley","Man City",0,2,"A",0,2,"A","C Pawson",3,18,1,6,11,6,1,8,1,0,0,0,15,6.5,1.2,1.57,2.37,19,7,1.16,"E0_2122.csv"
"E0",2022-04-02,15:00:00,"Chelsea","Brentford",1,4,"A",0,0,"D","A Madley",21,17,8,6,11,7,12,7,0,0,0,0,1.33,5,10,1.91,1.99,1.4,4.5,8.5,"E0_2122.csv"
"E0",2022-04-02,15:00:00,"Leeds","Southampton",1,1,"D",1,0,"H","A Taylor",12,14,3,6,14,7,4,7,1,1,0,0,2.37,3.75,2.75,1.61,2.3,2.4,3.6,2.8,"E0_2122.csv"
"E0",2022-04-02,15:00:00,"Wolves","Aston Villa",2,1,"H",2,0,"H","D England",11,15,5,5,15,8,4,9,4,3,0,0,3,3.1,2.55,2.37,1.57,3,3.1,2.5,"E0_2122.csv"
"E0",2022-04-02,17:30:00,"Man United","Leicester",1,1,"D",0,0,"D","A Marriner",11,11,5,3,13,6,6,5,2,2,0,0,1.5,4.5,6,1.57,2.37,1.53,4.33,5.75,"E0_2122.csv"
"E0",2022-04-03,14:00:00,"West Ham","Everton",2,1,"H",1,0,"H","M Oliver",11,13,5,2,9,12,2,4,1,1,0,1,1.75,3.8,4.5,2,1.9,1.75,3.75,4.75,"E0_2122.csv"
"E0",2022-04-03,16:30:00,"Tottenham","Newcastle",5,1,"H",1,1,"D","M Atkinson",19,8,6,1,10,7,2,3,2,3,0,0,1.5,4.33,6.5,1.8,2,1.53,4.2,6,"E0_2122.csv"
"E0",2022-04-04,20:00:00,"Crystal Palace","Arsenal",3,0,"H",2,0,"H","P Tierney",6,12,5,3,11,15,0,2,0,2,0,0,4,3.4,1.95,2.1,1.72,4,3.4,1.95,"E0_2122.csv"
"E0",2022-04-06,19:30:00,"Burnley","Everton",3,2,"H",1,2,"A","M Dean",13,16,4,4,11,16,9,6,2,2,0,0,2.62,3.1,2.87,2.2,1.66,2.45,3.1,3.1,"E0_2122.csv"
"E0",2022-04-08,20:00:00,"Newcastle","Wolves",1,0,"H",0,0,"D","P Bankes",12,5,4,2,6,13,1,2,1,1,0,0,2.25,3.1,3.4,2.37,1.57,1.95,3.2,4.33,"E0_2122.csv"
"E0",2022-04-09,12:30:00,"Everton","Man United",1,0,"H",1,0,"H","J Moss",7,12,3,4,4,10,5,7,2,2,0,0,4.6,3.75,1.75,1.85,2.05,4,3.75,1.9,"E0_2122.csv"
"E0",2022-04-09,15:00:00,"Arsenal","Brighton",1,2,"A",0,1,"A","D Coote",20,8,4,3,12,19,11,2,3,4,0,0,1.61,3.8,5.75,2.04,1.86,1.57,3.75,6,"E0_2122.csv"
"E0",2022-04-09,15:00:00,"Southampton","Chelsea",0,6,"A",0,4,"A","K Friend",4,24,1,14,11,10,3,3,1,0,0,0,3.8,3.6,1.95,1.95,1.95,3.6,3.6,2,"E0_2122.csv"
"E0",2022-04-09,15:00:00,"Watford","Leeds",0,3,"A",0,1,"A","A Marriner",8,10,1,5,8,12,3,8,2,0,0,0,2.7,3.4,2.55,1.72,2.1,2.8,3.3,2.55,"E0_2122.csv"
"E0",2022-04-09,17:30:00,"Aston Villa","Tottenham",0,4,"A",0,1,"A","G Scott",9,11,8,5,12,14,9,3,2,3,0,0,3.2,3.4,2.25,1.86,2.04,3.3,3.4,2.2,"E0_2122.csv"
"E0",2022-04-10,14:00:00,"Brentford","West Ham",2,0,"H",0,0,"D","M Atkinson",15,5,7,1,2,6,4,6,0,1,0,0,2.62,3.3,2.62,2.1,1.72,2.62,3.25,2.6,"E0_2122.csv"
"E0",2022-04-10,14:00:00,"Leicester","Crystal Palace",2,1,"H",2,0,"H","R Jones",12,11,3,3,11,12,3,4,1,1,0,0,2.37,3.3,2.9,1.99,1.91,2.4,3.2,3,"E0_2122.csv"
"E0",2022-04-10,14:00:00,"Norwich","Burnley",2,0,"H",1,0,"H","M Oliver",17,18,6,4,12,10,6,7,1,1,0,0,2.87,3.2,2.55,2.3,1.61,3,3.5,2.3,"E0_2122.csv"
"E0",2022-04-10,16:30:00,"Man City","Liverpool",2,2,"D",2,1,"H","A Taylor",11,6,5,4,9,11,4,1,1,4,0,0,2,3.75,3.5,1.72,2.1,1.95,3.75,3.8,"E0_2122.csv"
"E0",2022-04-16,12:30:00,"Tottenham","Brighton",0,1,"A",0,0,"D","C Pawson",5,12,0,5,14,10,4,4,3,3,0,0,1.53,4,6.5,1.9,2,1.5,4.33,5.75,"E0_2122.csv"
"E0",2022-04-16,15:00:00,"Man United","Norwich",3,2,"H",2,1,"H","A Madley",20,15,9,4,7,6,6,7,0,0,0,0,1.25,6.5,10,1.5,2.62,1.28,6,10,"E0_2122.csv"
"E0",2022-04-16,15:00:00,"Southampton","Arsenal",1,0,"H",1,0,"H","P Bankes",9,23,3,6,6,6,6,8,2,1,0,0,3.8,3.6,1.95,1.9,2,3.8,3.75,1.9,"E0_2122.csv"
"E0",2022-04-16,15:00:00,"Watford","Brentford",1,2,"A",0,1,"A","S Hooper",17,16,4,5,11,9,6,5,2,1,0,0,2.7,3.3,2.55,2.1,1.72,2.87,3.3,2.45,"E0_2122.csv"
"E0",2022-04-17,14:15:00,"Newcastle","Leicester",2,1,"H",1,1,"D","J Gillett",16,8,7,2,10,10,3,5,2,2,0,0,2.2,3.4,3.3,1.99,1.91,2,3.5,3.6,"E0_2122.csv"
"E0",2022-04-17,14:15:00,"West Ham","Burnley",1,1,"D",0,1,"A","P Tierney",21,9,8,1,9,10,13,4,2,2,0,0,1.7,3.8,5,1.95,1.95,1.75,3.75,4.5,"E0_2122.csv"
"E0",2022-04-19,20:00:00,"Liverpool","Man United",4,0,"H",2,0,"H","M Atkinson",14,2,5,1,3,6,10,2,1,2,0,0,1.4,5,7,1.5,2.62,1.3,5.75,9,"E0_2122.csv"
"E0",2022-04-20,19:45:00,"Chelsea","Arsenal",2,4,"A",2,2,"D","J Moss",11,14,2,4,7,6,6,1,3,1,0,0,1.83,3.6,4.33,2.1,1.8,1.9,3.5,4.2,"E0_2122.csv"
"E0",2022-04-20,19:45:00,"Everton","Leicester",1,1,"D",0,1,"A","D Coote",13,11,3,3,8,17,5,4,3,1,0,0,2.25,3.4,3.25,1.92,1.98,2.6,3.3,2.7,"E0_2122.csv"
"E0",2022-04-20,19:45:00,"Newcastle","Crystal Palace",1,0,"H",1,0,"H","T Harrington",13,10,4,2,12,12,2,5,1,1,0,0,2.25,3.4,3.25,2.2,1.66,2.2,3.3,3.3,"E0_2122.csv"
"E0",2022-04-20,20:00:00,"Man City","Brighton",3,0,"H",0,0,"D","M Dean",17,2,5,1,12,7,7,4,0,3,0,0,1.16,7,17,1.61,2.3,1.22,6.5,13,"E0_2122.csv"
"E0",2022-04-21,19:45:00,"Burnley","Southampton",2,0,"H",2,0,"H","S Attwell",16,11,6,3,7,7,10,10,2,2,0,0,2.75,3.25,2.62,1.98,1.92,2.6,3.3,2.75,"E0_2122.csv"
"E0",2022-04-23,12:30:00,"Arsenal","Man United",3,1,"H",2,1,"H","C Pawson",14,14,7,5,9,12,1,7,3,4,0,0,2.05,3.5,3.5,1.81,2.09,2,3.6,3.6,"E0_2122.csv"
"E0",2022-04-23,15:00:00,"Leicester","Aston Villa",0,0,"D",0,0,"D","A Madley",5,11,2,3,15,16,7,6,3,2,0,0,2.8,3.4,2.5,1.85,2.05,2.9,3.3,2.45,"E0_2122.csv"
"E0",2022-04-23,15:00:00,"Man City","Watford",5,1,"H",3,1,"H","K Friend",21,5,8,2,9,7,11,4,1,0,0,0,1.1,10,26,1.36,3.2,1.1,10,23,"E0_2122.csv"
"E0",2022-04-23,15:00:00,"Norwich","Newcastle",0,3,"A",0,2,"A","C Kavanagh",5,13,2,7,11,10,2,3,0,2,0,0,3.5,3.3,2.15,1.98,1.92,3.3,3.4,2.2,"E0_2122.csv"
"E0",2022-04-23,17:30:00,"Brentford","Tottenham",0,0,"D",0,0,"D","M Atkinson",15,9,2,0,8,7,12,8,2,1,0,0,4.33,3.5,1.85,1.89,2.01,4.75,3.8,1.7,"E0_2122.csv"
"E0",2022-04-24,14:00:00,"Brighton","Southampton",2,2,"D",2,1,"H","R Jones",8,18,5,5,12,7,6,6,1,0,0,0,2.1,3.4,3.6,2.02,1.88,2.1,3.3,3.75,"E0_2122.csv"
"E0",2022-04-24,14:00:00,"Burnley","Wolves",1,0,"H",0,0,"D","A Taylor",14,10,5,4,8,7,3,6,3,1,0,0,2.7,3,2.87,2.37,1.57,2.45,3.1,3.1,"E0_2122.csv"
"E0",2022-04-24,14:00:00,"Chelsea","West Ham",1,0,"H",0,0,"D","M Oliver",26,6,5,2,11,9,3,1,1,0,0,1,1.5,4.33,6.5,1.83,2.07,1.4,4.75,8,"E0_2122.csv"
"E0",2022-04-24,16:30:00,"Liverpool","Everton",2,0,"H",0,0,"D","S Attwell",18,9,4,1,8,8,13,1,2,5,0,0,1.18,7,15,1.44,2.75,1.18,7,15,"E0_2122.csv"
"E0",2022-04-25,20:00:00,"Crystal Palace","Leeds",0,0,"D",0,0,"D","D England",17,9,7,2,12,13,6,3,2,2,0,0,2.05,3.5,3.5,1.88,2.02,2.37,3.5,2.9,"E0_2122.csv"
"E0",2022-04-28,19:45:00,"Man United","Chelsea",1,1,"D",0,0,"D","M Dean",6,21,3,6,9,12,2,9,0,1,0,0,3.2,3.4,2.25,1.86,2.04,3.5,3.6,2.05,"E0_2122.csv"
"E0",2022-04-30,12:30:00,"Newcastle","Liverpool",0,1,"A",0,1,"A","A Marriner",4,24,2,10,11,11,0,6,1,3,0,0,8.5,5,1.36,1.66,2.2,6,4.33,1.53,"E0_2122.csv"
"E0",2022-04-30,15:00:00,"Aston Villa","Norwich",2,0,"H",1,0,"H","J Brooks",21,9,6,3,16,8,2,3,4,1,0,0,1.4,4.5,9,1.66,2.2,1.4,4.75,8.5,"E0_2122.csv"
"E0",2022-04-30,15:00:00,"Southampton","Crystal Palace",1,2,"A",1,0,"H","J Gillett",8,14,3,5,13,11,6,7,1,3,0,0,2.4,3.3,3.1,2.03,1.87,2.45,3.1,3,"E0_2122.csv"
"E0",2022-04-30,15:00:00,"Watford","Burnley",1,2,"A",1,0,"H","C Pawson",13,17,1,6,13,9,5,6,1,2,0,0,2.6,3.3,2.75,2.1,1.72,2.6,3.2,2.87,"E0_2122.csv"
"E0",2022-04-30,15:00:00,"Wolves","Brighton",0,3,"A",0,1,"A","S Hooper",11,17,1,9,6,4,7,3,2,1,0,0,2.7,3.2,2.75,2.5,1.53,2.7,3,3,"E0_2122.csv"
"E0",2022-04-30,17:30:00,"Leeds","Man City",0,4,"A",0,1,"A","P Tierney",7,19,2,6,13,3,3,6,1,2,0,0,8.5,6,1.3,1.5,2.62,8.5,5.75,1.33,"E0_2122.csv"
"E0",2022-05-01,14:00:00,"Everton","Chelsea",1,0,"H",0,0,"D","K Friend",9,17,4,5,9,12,3,8,3,5,0,0,5,3.6,1.75,2.02,1.88,5,3.75,1.7,"E0_2122.csv"
"E0",2022-05-01,14:00:00,"Tottenham","Leicester",3,1,"H",1,0,"H","J Moss",13,6,7,2,13,8,7,3,2,3,0,0,1.44,4.75,7,1.57,2.37,1.33,5.25,9,"E0_2122.csv"
"E0",2022-05-01,16:30:00,"West Ham","Arsenal",1,2,"A",1,1,"D","M Dean",8,13,3,7,8,9,3,7,2,2,0,0,4.33,3.8,1.8,1.89,2.01,4.2,4,1.8,"E0_2122.csv"
"E0",2022-05-02,20:00:00,"Man United","Brentford",3,0,"H",1,0,"H","C Kavanagh",9,12,5,4,4,6,3,8,1,0,0,0,1.72,4,4.5,1.72,2.1,1.72,3.8,4.5,"E0_2122.csv"
"E0",2022-05-07,15:00:00,"Brentford","Southampton",3,0,"H",2,0,"H","M Salisbury",18,19,5,4,12,9,4,7,0,1,0,0,2.15,3.5,3.3,1.95,1.95,2.1,3.4,3.5,"E0_2122.csv"
"E0",2022-05-07,15:00:00,"Burnley","Aston Villa",1,3,"A",0,2,"A","D Coote",14,12,6,7,13,11,4,5,1,2,0,0,3,3.3,2.4,2.07,1.83,3,3.2,2.5,"E0_2122.csv"
"E0",2022-05-07,15:00:00,"Chelsea","Wolves",2,2,"D",0,0,"D","P Bankes",19,14,6,4,7,11,9,3,1,3,0,0,1.33,5,9.5,1.93,1.97,1.4,4.75,8,"E0_2122.csv"
"E0",2022-05-07,15:00:00,"Crystal Palace","Watford",1,0,"H",1,0,"H","G Scott",15,6,7,1,11,18,8,5,2,1,0,1,1.65,4,5,1.99,1.91,1.66,3.8,5.25,"E0_2122.csv"
"E0",2022-05-07,17:30:00,"Brighton","Man United",4,0,"H",1,0,"H","A Madley",17,15,6,5,13,9,7,6,0,2,0,0,2.8,3.5,2.45,1.95,1.95,2.87,3.4,2.45,"E0_2122.csv"
"E0",2022-05-07,19:45:00,"Liverpool","Tottenham",1,1,"D",0,0,"D","M Oliver",22,8,3,3,12,8,11,5,3,2,0,0,1.4,5,7,1.53,2.5,1.4,5.25,6.5,"E0_2122.csv"
"E0",2022-05-08,14:00:00,"Arsenal","Leeds",2,1,"H",2,0,"H","C Kavanagh",19,3,9,2,13,15,8,2,2,2,0,1,1.45,4.5,7,1.61,2.3,1.53,4.5,5.5,"E0_2122.csv"
"E0",2022-05-08,14:00:00,"Leicester","Everton",1,2,"A",1,2,"A","C Pawson",16,10,9,4,11,6,6,1,3,0,0,0,2.6,3.3,2.75,2.01,1.89,2.6,3.25,2.7,"E0_2122.csv"
"E0",2022-05-08,14:00:00,"Norwich","West Ham",0,4,"A",0,3,"A","R Jones",8,13,2,5,7,7,9,5,1,1,0,0,4.5,3.8,1.75,1.85,2.05,4.5,3.8,1.72,"E0_2122.csv"
"E0",2022-05-08,16:30:00,"Man City","Newcastle",5,0,"H",2,0,"H","S Attwell",21,7,9,3,6,11,8,2,1,3,0,0,1.16,7,17,1.5,2.62,1.16,7.5,15,"E0_2122.csv"
