Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,B365CH,B365CD,B365CA,SourceFile,imp_prob_H,imp_prob_D,imp_prob_A,total_prob,norm_prob_H,norm_prob_D,norm_prob_A,OU_2.5
E1,2020-02-08,15:00:00,Luton,Cardiff,0,1,A,0,0,D,J Linington,10,15,2,2,9,14,4,7,0,1,0,0,3.2,3.5,2.2,1.72,2.1,3,3.6,2.25,E1_1920.csv,0.3125,0.2857142857142857,0.45454545454545453,1.0527597402597402,0.2968388589051658,0.27139552814186585,0.4317656129529684,Under
E1,2020-02-08,15:00:00,Reading,Hull,1,1,D,0,0,D,A Davies,19,14,5,7,8,12,3,4,1,3,0,0,2,3.5,3.8,1.9,1.9,1.8,3.75,4.33,E1_1920.csv,0.5,0.2857142857142857,0.2631578947368421,1.0488721804511278,0.4767025089605735,0.27240143369175623,0.25089605734767023,Under
E1,2020-02-08,15:00:00,Stoke,Charlton,3,1,H,1,1,D,J Gillett,13,5,6,2,22,15,8,4,0,5,0,0,1.53,4,6.5,2.1,1.72,1.61,3.75,5.75,E1_1920.csv,0.6535947712418301,0.25,0.15384615384615385,1.057440925087984,0.6180910495661476,0.23641982645905146,0.1454891239748009,Over
E1,2020-02-08,15:00:00,Swansea,Derby,2,3,A,0,1,A,M Donohue,16,8,7,4,7,16,3,2,1,4,0,0,2,3.5,3.8,1.9,1.9,2.05,3.5,3.6,E1_1920.csv,0.5,0.2857142857142857,0.2631578947368421,1.0488721804511278,0.4767025089605735,0.27240143369175623,0.25089605734767023,Over
E1,2020-02-08,17:30:00,Nott'm Forest,Leeds,2,0,H,1,0,H,O Langford,14,13,6,1,11,14,3,8,3,3,0,0,3.9,3.5,1.95,1.9,1.9,4.2,3.8,1.8,E1_1920.csv,0.25641025641025644,0.2857142857142857,0.5128205128205129,1.0549450549450552,0.24305555555555552,0.27083333333333326,0.48611111111111105,Under
E1,2020-02-09,13:30:00,Millwall,West Brom,0,2,A,0,1,A,G Ward,7,29,3,6,11,14,4,9,2,2,0,0,2.8,3.2,2.62,2.3,1.61,2.75,3.1,2.7,E1_1920.csv,0.35714285714285715,0.3125,0.38167938931297707,1.0513222464558343,0.33970826580226904,0.2972447325769854,0.3630470016207455,Under
E1,2020-02-11,19:45:00,Barnsley,Birmingham,0,1,A,0,0,D,D Whitestone,9,11,4,2,8,8,3,5,1,1,0,0,2.55,3.4,2.75,1.72,2.1,2.5,3.5,2.7,E1_1920.csv,0.3921568627450981,0.29411764705882354,0.36363636363636365,1.049910873440285,0.3735144312393889,0.28013582342954163,0.34634974533106966,Under
E1,2020-02-11,19:45:00,Blackburn,Hull,3,0,H,0,0,D,J Simpson,26,10,11,0,9,11,7,3,1,2,0,0,1.75,3.6,4.75,1.9,1.9,1.66,3.9,5,E1_1920.csv,0.5714285714285714,0.2777777777777778,0.21052631578947367,1.0597326649958227,0.5392195506503745,0.2621206148994876,0.19865983445013796,Over
E1,2020-02-11,19:45:00,Brentford,Leeds,1,1,D,1,1,D,R Jones,7,13,2,6,8,8,3,10,0,0,0,0,2.4,3.4,2.9,2,1.8,2.5,3.4,2.8,E1_1920.csv,0.4166666666666667,0.29411764705882354,0.3448275862068966,1.0556118999323867,0.39471577261809454,0.27862289831865494,0.3266613290632506,Under
E1,2020-02-11,19:45:00,Nott'm Forest,Charlton,0,1,A,0,1,A,D Bond,17,11,2,3,8,13,6,5,2,4,0,0,1.6,3.9,6,1.9,1.9,1.72,3.6,5,E1_1920.csv,0.625,0.25641025641025644,0.16666666666666666,1.0480769230769231,0.5963302752293578,0.24464831804281348,0.15902140672782872,Under
E1,2020-02-11,19:45:00,Swansea,QPR,0,0,D,0,0,D,A Woolmer,8,16,0,4,17,12,4,3,1,2,0,0,1.95,3.6,3.8,1.66,2.2,1.9,3.6,3.9,E1_1920.csv,0.5128205128205129,0.2777777777777778,0.2631578947368421,1.0537561853351327,0.4866595517609392,0.26360725720384204,0.24973319103521877,Under
E1,2020-02-11,19:45:00,Wigan,Middlesbrough,2,2,D,1,0,H,O Langford,6,9,4,2,16,13,3,6,5,3,1,0,2.5,3.2,2.9,2.1,1.72,2.55,3.1,2.9,E1_1920.csv,0.4,0.3125,0.3448275862068966,1.0573275862068967,0.3783122706889523,0.29555646147574394,0.32613126783530366,Over
E1,2020-02-12,19:45:00,Bristol City,Derby,3,2,H,2,0,H,G Eltringham,16,11,5,4,11,11,9,6,0,1,0,0,2.2,3.3,3.4,1.9,1.9,2.4,3.4,2.9,E1_1920.csv,0.45454545454545453,0.30303030303030304,0.29411764705882354,1.0516934046345812,0.43220338983050843,0.288135593220339,0.2796610169491525,Over
E1,2020-02-12,19:45:00,Huddersfield,Cardiff,0,3,A,0,2,A,D England,19,11,4,6,9,10,5,6,1,2,0,0,2.45,3.25,3,2.2,1.66,2.3,3.2,3.3,E1_1920.csv,0.4081632653061224,0.3076923076923077,0.3333333333333333,1.0491889063317634,0.38902743142144636,0.2932668329177058,0.31770573566084787,Over
E1,2020-02-12,19:45:00,Luton,Sheffield Weds,1,0,H,1,0,H,G Ward,10,14,4,2,14,16,5,3,3,1,0,0,3.6,3.4,2.1,1.8,2,3.4,3.4,2.15,E1_1920.csv,0.2777777777777778,0.29411764705882354,0.47619047619047616,1.0480859010270773,0.26503340757238314,0.28062360801781744,0.4543429844097996,Under
E1,2020-02-12,19:45:00,Millwall,Fulham,1,1,D,1,1,D,A Madley,9,9,2,2,9,12,4,3,1,2,0,0,2.9,3.2,2.5,2.3,1.61,3.3,3.2,2.3,E1_1920.csv,0.3448275862068966,0.3125,0.4,1.0573275862068967,0.32613126783530366,0.29555646147574394,0.3783122706889523,Under
E1,2020-02-12,20:00:00,Reading,West Brom,1,2,A,1,1,D,M Donohue,11,26,1,7,13,15,8,4,2,2,0,0,3.75,3.4,2.05,2,1.8,4,3.4,2,E1_1920.csv,0.26666666666666666,0.29411764705882354,0.48780487804878053,1.0485891917742707,0.25430995165556874,0.2804889172671714,0.4652011310772599,Over
E1,2020-02-12,20:00:00,Stoke,Preston,0,2,A,0,0,D,J Brooks,14,4,5,3,11,14,7,4,3,2,0,0,2.1,3.25,3.8,2.3,1.61,2.25,3,3.7,E1_1920.csv,0.47619047619047616,0.3076923076923077,0.2631578947368421,1.047040678619626,0.45479653839071993,0.29386853249861905,0.251334929110661,Under
E1,2020-02-14,19:45:00,Hull,Swansea,4,4,D,1,1,D,D Webb,11,20,4,6,10,10,3,8,0,3,0,0,3,3.5,2.3,1.8,2,3.1,3.5,2.25,E1_1920.csv,0.3333333333333333,0.2857142857142857,0.4347826086956522,1.0538302277432714,0.3163064833005893,0.2711198428290766,0.41257367387033395,Over
E1,2020-02-15,12:30:00,West Brom,Nott'm Forest,2,2,D,1,1,D,K Stroud,18,8,9,1,8,11,8,0,1,3,0,0,1.66,3.9,5,1.9,1.9,1.65,4,5,E1_1920.csv,0.6024096385542169,0.25641025641025644,0.2,1.0588198949644734,0.5689443893330222,0.24216607340841456,0.18888953725856333,Over
E1,2020-02-15,15:00:00,Birmingham,Brentford,1,1,D,1,1,D,S Martin,11,12,4,4,8,9,3,8,2,3,0,0,4,3.5,1.95,2,1.8,3.75,3.5,2,E1_1920.csv,0.25,0.2857142857142857,0.5128205128205129,1.0485347985347986,0.23842794759825325,0.2724890829694323,0.48908296943231444,Under
E1,2020-02-15,15:00:00,Cardiff,Wigan,2,2,D,1,2,A,J Jbrooks,15,11,5,4,18,12,9,8,3,3,0,0,2,3.4,3.8,2,1.8,1.83,3.6,4.5,E1_1920.csv,0.5,0.29411764705882354,0.2631578947368421,1.0572755417956656,0.47291361639824303,0.2781844802342606,0.24890190336749632,Over
E1,2020-02-15,15:00:00,Charlton,Blackburn,0,2,A,0,2,A,A Davies,9,14,7,5,15,12,4,4,0,3,0,0,3.2,3.25,2.3,2,1.8,2.9,3.1,2.6,E1_1920.csv,0.3125,0.3076923076923077,0.4347826086956522,1.0549749163879598,0.29621557360808404,0.2916584109371904,0.41212601545472566,Under
E1,2020-02-15,15:00:00,Derby,Huddersfield,1,1,D,0,0,D,C Pawson,10,10,7,3,10,8,4,5,3,0,0,0,2.05,3.4,3.75,2.1,1.72,2.05,3.25,3.8,E1_1920.csv,0.48780487804878053,0.29411764705882354,0.26666666666666666,1.0485891917742707,0.4652011310772599,0.2804889172671714,0.25430995165556874,Under
E1,2020-02-15,15:00:00,Fulham,Barnsley,0,3,A,0,1,A,J Linington,21,14,8,6,9,17,10,3,1,1,0,0,1.53,4.2,6,1.66,2.2,1.44,4.5,6.5,E1_1920.csv,0.6535947712418301,0.23809523809523808,0.16666666666666666,1.0583566760037348,0.6175562417291575,0.22496691662990734,0.15747684164093514,Over
E1,2020-02-15,15:00:00,Leeds,Bristol City,1,0,H,1,0,H,T Robinson,21,3,6,1,13,14,12,0,2,2,0,0,1.36,5.25,7.5,1.61,2.3,1.28,5.75,10,E1_1920.csv,0.7352941176470588,0.19047619047619047,0.13333333333333333,1.0591036414565826,0.6942607775720708,0.1798466014281936,0.12589262099973553,Under
E1,2020-02-15,15:00:00,Middlesbrough,Luton,0,1,A,0,1,A,J Gillett,7,10,0,1,9,14,8,9,1,4,0,0,1.61,4,5.5,1.72,2.1,1.53,4.2,6,E1_1920.csv,0.6211180124223602,0.25,0.18181818181818182,1.052936194240542,0.5898914063547392,0.23743129105778257,0.17267730258747824,Under
E1,2020-02-15,15:00:00,Preston,Millwall,0,1,A,0,0,D,T Harrington,10,16,3,6,5,11,1,8,3,0,0,0,2.1,3.2,3.75,2.37,1.57,2.1,3.2,3.75,E1_1920.csv,0.47619047619047616,0.3125,0.26666666666666666,1.0553571428571429,0.45121263395375066,0.2961082910321489,0.25267907501410036,Under
E1,2020-02-15,15:00:00,QPR,Stoke,4,2,H,2,2,D,O Langford,13,15,9,4,11,11,8,5,4,2,0,0,2.7,3.3,2.62,1.9,1.9,2.62,3.25,2.75,E1_1920.csv,0.37037037037037035,0.30303030303030304,0.38167938931297707,1.0550800627136505,0.3510353227771011,0.28721071863581,0.36175395858708886,Over
E1,2020-02-15,15:00:00,Sheffield Weds,Reading,0,3,A,0,1,A,A Woolmer,10,9,3,5,21,12,5,3,0,2,1,0,2,3.4,3.8,2.2,1.66,2.05,3.25,3.8,E1_1920.csv,0.5,0.29411764705882354,0.2631578947368421,1.0572755417956656,0.47291361639824303,0.2781844802342606,0.24890190336749632,Over
E1,2020-02-21,19:45:00,Derby,Fulham,1,1,D,0,0,D,D Bond,14,17,7,5,12,11,11,4,0,1,0,0,2.87,3.4,2.45,1.9,1.9,2.87,3.3,2.5,E1_1920.csv,0.3484320557491289,0.29411764705882354,0.4081632653061224,1.0507129681140748,0.3316148808694441,0.27992197296920723,0.38846314616134875,Under
E1,2020-02-22,12:30:00,Brentford,Blackburn,2,2,D,0,1,A,T Robinson,20,11,9,6,12,10,7,1,1,0,0,0,1.57,4,6,1.9,1.9,1.57,4,6,E1_1920.csv,0.6369426751592356,0.25,0.16666666666666666,1.0536093418259023,0.6045340050377834,0.23727959697732998,0.15818639798488665,Over
E1,2020-02-22,15:00:00,Barnsley,Middlesbrough,1,0,H,0,0,D,G Eltringham,18,5,4,0,8,7,6,2,2,0,0,0,2.45,3.4,2.87,1.8,2,2.4,3.4,2.9,E1_1920.csv,0.4081632653061224,0.29411764705882354,0.3484320557491289,1.0507129681140748,0.38846314616134875,0.27992197296920723,0.3316148808694441,Under
E1,2020-02-22,15:00:00,Birmingham,Sheffield Weds,3,3,D,2,2,D,J Brooks,11,10,4,5,13,15,4,3,1,5,0,0,2.2,3.25,3.5,2.1,1.72,2.25,3.2,3.4,E1_1920.csv,0.45454545454545453,0.3076923076923077,0.2857142857142857,1.047952047952048,0.4337464251668255,0.29361296472831266,0.27264061010486174,Over
E1,2020-02-22,15:00:00,Bristol City,West Brom,0,3,A,0,2,A,D England,7,17,1,8,14,13,3,7,2,1,0,1,4.2,3.8,1.8,1.72,2.1,3.9,3.9,1.85,E1_1920.csv,0.23809523809523808,0.2631578947368421,0.5555555555555556,1.0568086883876358,0.225296442687747,0.24901185770750986,0.5256916996047432,Over
E1,2020-02-22,15:00:00,Charlton,Luton,3,1,H,1,1,D,A Marriner,12,9,3,2,10,8,6,5,2,1,0,0,2.2,3.4,3.25,1.9,1.9,2.15,3.25,3.6,E1_1920.csv,0.45454545454545453,0.29411764705882354,0.3076923076923077,1.056355409296586,0.43029595015576316,0.27842679127725856,0.29127725856697817,Over
E1,2020-02-22,15:00:00,Leeds,Reading,1,0,H,0,0,D,J Gillett,18,8,5,2,12,10,6,3,1,2,0,0,1.28,5.5,11,1.66,2.2,1.28,5.5,11,E1_1920.csv,0.78125,0.18181818181818182,0.09090909090909091,1.0539772727272727,0.7412398921832885,0.1725067385444744,0.0862533692722372,Under
E1,2020-02-22,15:00:00,Nott'm Forest,QPR,0,0,D,0,0,D,R Jones,12,6,2,3,11,17,10,2,1,3,0,0,2.1,3.5,3.4,1.8,2,1.95,3.6,3.75,E1_1920.csv,0.47619047619047616,0.2857142857142857,0.29411764705882354,1.0560224089635855,0.45092838196286467,0.2705570291777188,0.27851458885941643,Under
E1,2020-02-22,15:00:00,Preston,Hull,2,1,H,0,1,A,S Martin,12,7,4,3,8,14,2,6,1,3,0,0,1.57,4.2,5.75,1.8,2,1.61,4,5.25,E1_1920.csv,0.6369426751592356,0.23809523809523808,0.17391304347826086,1.0489509567327344,0.6072187370353144,0.2269841469393913,0.1657971160252945,Over
E1,2020-02-22,15:00:00,Stoke,Cardiff,2,0,H,1,0,H,D Whitestone,10,10,5,2,10,7,4,7,1,1,0,0,2,3.4,3.9,2.2,1.66,2.1,3.2,3.8,E1_1920.csv,0.5,0.29411764705882354,0.25641025641025644,1.05052790346908,0.47595118449389806,0.2799712849964106,0.24407753050969133,Under
E1,2020-02-22,15:00:00,Swansea,Huddersfield,3,1,H,1,0,H,A Davies,15,7,6,4,11,12,5,5,1,1,0,0,2,3.5,3.75,1.9,1.9,2.05,3.4,3.6,E1_1920.csv,0.5,0.2857142857142857,0.26666666666666666,1.0523809523809524,0.4751131221719457,0.27149321266968324,0.25339366515837103,Over
E1,2020-02-22,15:00:00,Wigan,Millwall,1,0,H,0,0,D,J Simpson,16,11,2,1,10,14,6,5,1,3,0,0,2.75,3,2.8,2.37,1.57,2.75,3.1,2.75,E1_1920.csv,0.36363636363636365,0.3333333333333333,0.35714285714285715,1.0541125541125542,0.3449691991786447,0.31622176591375767,0.3388090349075975,Under
E1,2020-02-25,19:45:00,Cardiff,Nott'm Forest,0,1,A,0,0,D,S Martin,18,17,4,4,14,14,4,5,1,2,0,0,2.37,3.25,3.1,2.1,1.72,2.3,3.2,3.25,E1_1920.csv,0.42194092827004215,0.3076923076923077,0.3225806451612903,1.0522138811236401,0.4010030050349261,0.2924237298254692,0.3065732651396048,Under
E1,2020-02-25,19:45:00,Huddersfield,Bristol City,2,1,H,1,0,H,R Jones,20,8,6,3,7,12,2,2,2,4,0,0,2.15,3.4,3.4,2,1.8,2.1,3.4,3.6,E1_1920.csv,0.46511627906976744,0.29411764705882354,0.29411764705882354,1.0533515731874146,0.44155844155844154,0.2792207792207792,0.2792207792207792,Over
E1,2020-02-25,19:45:00,Luton,Brentford,2,1,H,2,0,H,D England,10,19,3,7,14,9,2,11,2,1,0,0,5.75,4.33,1.55,1.61,2.3,5.5,4.33,1.55,E1_1920.csv,0.17391304347826086,0.23094688221709006,0.6451612903225806,1.0500212160179316,0.16562812334192958,0.21994496748639608,0.6144269091716742,Over
E1,2020-02-25,19:45:00,QPR,Derby,2,1,H,1,1,D,K Stroud,15,15,6,4,12,9,4,9,3,1,0,0,2.2,3.5,3.2,1.66,2.2,2.1,3.6,3.25,E1_1920.csv,0.45454545454545453,0.2857142857142857,0.3125,1.0527597402597402,0.4317656129529684,0.27139552814186585,0.2968388589051658,Over
E1,2020-02-25,20:00:00,West Brom,Preston,2,0,H,2,0,H,K Friend,21,5,9,0,8,11,7,2,0,0,0,1,1.65,3.9,5.5,1.9,1.9,1.65,3.8,5.25,E1_1920.csv,0.6060606060606061,0.25641025641025644,0.18181818181818182,1.0442890442890445,0.5803571428571428,0.24553571428571427,0.17410714285714282,Under
E1,2020-02-26,19:45:00,Blackburn,Stoke,0,0,D,0,0,D,D Bond,16,11,6,2,10,17,4,3,2,2,0,0,2.37,3.2,3.2,2.3,1.61,2.3,3.2,3.3,E1_1920.csv,0.42194092827004215,0.3125,0.3125,1.0469409282700421,0.4030226700251889,0.29848866498740556,0.29848866498740556,Under
E1,2020-02-26,19:45:00,Fulham,Swansea,1,0,H,0,0,D,T Robinson,15,6,6,2,6,13,11,4,0,4,0,0,1.83,3.7,4.33,1.8,2,1.72,3.8,4.75,E1_1920.csv,0.5464480874316939,0.27027027027027023,0.23094688221709006,1.0476652399190542,0.5215865398702301,0.25797388323311377,0.22043957689665614,Under
E1,2020-02-26,19:45:00,Hull,Barnsley,0,1,A,0,1,A,D Coote,12,22,3,6,11,12,4,9,1,1,0,0,2.5,3.5,2.75,1.66,2.2,2.6,3.5,2.6,E1_1920.csv,0.4,0.2857142857142857,0.36363636363636365,1.0493506493506493,0.38118811881188125,0.2722772277227723,0.34653465346534656,Under
E1,2020-02-26,19:45:00,Middlesbrough,Leeds,0,1,A,0,1,A,G Ward,14,12,2,8,14,11,3,6,3,0,0,0,5.5,3.8,1.65,1.9,1.9,5,4,1.66,E1_1920.csv,0.18181818181818182,0.2631578947368421,0.6060606060606061,1.05103668261563,0.17298937784522,0.25037936267071315,0.5766312594840667,Under
E1,2020-02-26,19:45:00,Millwall,Birmingham,0,0,D,0,0,D,D Webb,12,8,3,0,7,13,14,2,1,0,0,0,2.2,3.2,3.5,2.3,1.61,2.2,3.1,3.6,E1_1920.csv,0.45454545454545453,0.3125,0.2857142857142857,1.0527597402597402,0.4317656129529684,0.2968388589051658,0.27139552814186585,Under
E1,2020-02-26,19:45:00,Sheffield Weds,Charlton,1,0,H,0,0,D,O Langford,24,6,8,1,17,18,12,3,2,3,0,0,1.72,3.75,4.75,2,1.8,1.72,3.6,5.25,E1_1920.csv,0.5813953488372093,0.26666666666666666,0.21052631578947367,1.0585883312933497,0.5492176057966546,0.2519078085253989,0.19887458567794647,Under
E1,2020-02-26,20:00:00,Reading,Wigan,0,3,A,0,1,A,G Eltringham,10,17,4,10,12,12,5,8,3,1,0,0,2.15,3.25,3.6,2.1,1.72,2.15,3.25,3.5,E1_1920.csv,0.46511627906976744,0.3076923076923077,0.2777777777777778,1.050586364539853,0.4427206508371961,0.29287673824614513,0.2644026109166588,Over
E1,2020-02-29,12:30:00,Hull,Leeds,0,4,A,0,1,A,K Stroud,8,17,2,8,13,13,5,11,2,1,0,0,6.5,4.75,1.44,1.66,2.2,8.5,5.25,1.33,E1_1920.csv,0.15384615384615385,0.21052631578947367,0.6944444444444444,1.0588169140800718,0.14530005310674457,0.19883165161975572,0.6558682952734998,Over
E1,2020-02-29,15:00:00,Blackburn,Swansea,2,2,D,1,1,D,P Bankes,16,9,5,3,17,13,2,1,3,5,0,0,2.1,3.3,3.6,2,1.8,2.1,3.3,3.6,E1_1920.csv,0.47619047619047616,0.30303030303030304,0.2777777777777778,1.0569985569985572,0.4505119453924914,0.28668941979522183,0.26279863481228666,Over
E1,2020-02-29,15:00:00,Cardiff,Brentford,2,2,D,2,2,D,S Hooper,11,10,6,5,14,6,2,7,4,1,0,0,3.5,3.3,2.15,2,1.8,3.5,3.3,2.15,E1_1920.csv,0.2857142857142857,0.30303030303030304,0.46511627906976744,1.0538608678143562,0.2711119602598395,0.28754298815437523,0.44134505158578524,Over
E1,2020-02-29,15:00:00,Fulham,Preston,2,0,H,0,0,D,D Webb,15,8,4,2,11,6,7,3,0,0,0,0,1.83,3.6,4.33,1.9,1.9,1.8,3.6,4.5,E1_1920.csv,0.5464480874316939,0.2777777777777778,0.23094688221709006,1.0551727474265618,0.517875474669351,0.2632533662902535,0.2188711590403955,Under
E1,2020-02-29,15:00:00,Huddersfield,Charlton,4,0,H,1,0,H,G Eltringham,20,10,8,2,15,13,5,4,1,2,0,0,1.75,3.5,5,2.1,1.72,1.66,3.6,5.5,E1_1920.csv,0.5714285714285714,0.2857142857142857,0.2,1.0571428571428572,0.5405405405405405,0.27027027027027023,0.1891891891891892,Over
E1,2020-02-29,15:00:00,Luton,Stoke,1,1,D,0,1,A,A Woolmer,9,9,3,4,11,9,4,6,1,1,0,0,3.3,3.4,2.2,2,1.8,3.25,3.2,2.3,E1_1920.csv,0.30303030303030304,0.29411764705882354,0.45454545454545453,1.0516934046345812,0.288135593220339,0.2796610169491525,0.43220338983050843,Under
E1,2020-02-29,15:00:00,Millwall,Bristol City,1,1,D,0,1,A,A Davies,12,3,4,1,14,16,5,7,1,0,0,0,1.95,3.3,4.2,2.1,1.72,1.85,3.4,4.5,E1_1920.csv,0.5128205128205129,0.30303030303030304,0.23809523809523808,1.0539460539460541,0.48657187993680884,0.287519747235387,0.22590837282780407,Under
E1,2020-02-29,15:00:00,QPR,Birmingham,2,2,D,0,1,A,J Linington,14,13,6,4,6,15,6,3,0,0,0,0,2.15,3.5,3.25,1.8,2,2.15,3.5,3.25,E1_1920.csv,0.46511627906976744,0.2857142857142857,0.3076923076923077,1.058522872476361,0.43940125543215836,0.269917914051183,0.2906808305166586,Over
E1,2020-02-29,15:00:00,Reading,Barnsley,2,0,H,1,0,H,J Simpson,7,23,4,6,11,15,2,4,1,3,0,0,2.25,3.4,3.2,1.8,2,2.25,3.4,3.2,E1_1920.csv,0.4444444444444444,0.29411764705882354,0.3125,1.051062091503268,0.42285270112708895,0.27982899339292655,0.29731830547998445,Under
E1,2020-02-29,15:00:00,Sheffield Weds,Derby,1,3,A,0,3,A,D Whitestone,15,13,4,5,14,8,9,3,2,1,0,0,2.15,3.3,3.5,2,1.8,2.15,3.3,3.5,E1_1920.csv,0.46511627906976744,0.30303030303030304,0.2857142857142857,1.0538608678143562,0.44134505158578524,0.28754298815437523,0.2711119602598395,Over
E1,2020-02-29,15:00:00,West Brom,Wigan,0,1,A,0,0,D,T Harrington,9,13,3,5,10,6,6,7,2,1,0,0,1.44,4.5,7,1.72,2.1,1.44,4.33,7.5,E1_1920.csv,0.6944444444444444,0.2222222222222222,0.14285714285714285,1.0595238095238095,0.6554307116104868,0.2097378277153558,0.1348314606741573,Under
E1,2020-03-02,19:45:00,Middlesbrough,Nott'm Forest,2,2,D,2,1,H,D England,14,16,4,2,13,11,4,11,1,1,0,0,2.45,3.2,2.87,2.2,1.66,2.55,3.2,2.87,E1_1920.csv,0.4081632653061224,0.3125,0.3484320557491289,1.0690953210552514,0.3817837916484795,0.29230321548086713,0.32591299287065323,Over
E1,2020-03-06,19:45:00,Nott'm Forest,Millwall,0,3,A,0,3,A,G Eltringham,18,13,4,4,7,7,9,5,1,1,0,0,2.25,3.2,3.4,2.5,1.53,2.35,3.2,3.25,E1_1920.csv,0.4444444444444444,0.3125,0.29411764705882354,1.051062091503268,0.42285270112708895,0.29731830547998445,0.27982899339292655,Over
E1,2020-03-07,12:30:00,Bristol City,Fulham,1,1,D,0,0,D,D Coote,14,19,8,5,8,13,3,7,2,2,0,0,3.6,3.4,2.1,1.9,1.9,3.6,3.3,2.1,E1_1920.csv,0.2777777777777778,0.29411764705882354,0.47619047619047616,1.0480859010270773,0.26503340757238314,0.28062360801781744,0.4543429844097996,Under
E1,2020-03-07,15:00:00,Barnsley,Cardiff,0,2,A,0,0,D,J Linington,6,13,0,7,10,16,3,8,0,0,0,0,2.35,3.4,3,1.9,1.9,2.37,3.3,3,E1_1920.csv,0.425531914893617,0.29411764705882354,0.3333333333333333,1.0529828952857738,0.4041204437400951,0.2793185419968304,0.3165610142630745,Under
E1,2020-03-07,15:00:00,Birmingham,Reading,1,3,A,1,0,H,A Davies,18,9,4,4,14,7,4,2,2,1,0,0,2.05,3.5,3.6,2,1.8,2,3.5,3.8,E1_1920.csv,0.48780487804878053,0.2857142857142857,0.2777777777777778,1.0512969415408442,0.46400294605045106,0.27177315411526415,0.2642238998342846,Over
E1,2020-03-07,15:00:00,Brentford,Sheffield Weds,5,0,H,3,0,H,K Stroud,12,8,6,3,8,11,4,7,0,2,0,0,1.57,3.9,6.25,1.9,1.9,1.57,4.2,5.5,E1_1920.csv,0.6369426751592356,0.25641025641025644,0.16,1.053352931569492,0.6046811624762779,0.24342292950968114,0.15189590801404101,Over
E1,2020-03-07,15:00:00,Charlton,Middlesbrough,0,1,A,0,1,A,S Martin,13,23,3,4,9,10,3,9,2,1,0,0,3,3.25,2.45,2.1,1.72,3.1,3.3,2.3,E1_1920.csv,0.3333333333333333,0.3076923076923077,0.4081632653061224,1.0491889063317634,0.31770573566084787,0.2932668329177058,0.38902743142144636,Under
E1,2020-03-07,15:00:00,Leeds,Huddersfield,2,0,H,1,0,H,O Langford,16,6,5,2,13,18,2,3,3,3,0,0,1.36,4.75,9.5,1.8,2,1.44,4.5,7,E1_1920.csv,0.7352941176470588,0.21052631578947367,0.10526315789473684,1.0510835913312693,0.6995581737849779,0.20029455081001474,0.10014727540500737,Under
E1,2020-03-07,15:00:00,Preston,QPR,1,3,A,1,0,H,D Whitestone,10,10,2,3,16,12,5,2,2,1,0,1,2.05,3.5,3.5,1.8,2,2.05,3.5,3.6,E1_1920.csv,0.48780487804878053,0.2857142857142857,0.2857142857142857,1.059233449477352,0.4605263157894737,0.2697368421052631,0.2697368421052631,Over
E1,2020-03-07,15:00:00,Stoke,Hull,5,1,H,3,0,H,T Robinson,16,5,7,1,8,17,4,3,0,2,0,0,1.57,3.9,6.25,1.9,1.9,1.44,4.5,7,E1_1920.csv,0.6369426751592356,0.25641025641025644,0.16,1.053352931569492,0.6046811624762779,0.24342292950968114,0.15189590801404101,Over
E1,2020-03-07,15:00:00,Swansea,West Brom,0,0,D,0,0,D,R Jones,9,10,2,1,9,18,3,4,1,2,0,0,3.5,3.5,2.1,1.9,1.9,3.9,3.6,1.95,E1_1920.csv,0.2857142857142857,0.2857142857142857,0.47619047619047616,1.0476190476190474,0.27272727272727276,0.27272727272727276,0.4545454545454546,Under
E1,2020-03-07,15:00:00,Wigan,Luton,0,0,D,0,0,D,G Ward,12,3,2,1,11,13,6,3,1,2,0,0,1.7,3.8,5,1.9,1.9,1.7,3.8,5,E1_1920.csv,0.5882352941176471,0.2631578947368421,0.2,1.0513931888544892,0.5594817432273262,0.2502944640753828,0.19022379269729095,Under
E1,2020-03-08,15:00:00,Derby,Blackburn,3,0,H,2,0,H,J Brooks,16,11,11,3,12,14,3,6,2,3,0,1,2.3,3.2,3.1,2,1.8,2.45,3.3,2.9,E1_1920.csv,0.4347826086956522,0.3125,0.3225806451612903,1.0698632538569426,0.40639082343301924,0.29209340434248254,0.3015157722244981,Over
E1,2020-06-20,12:30:00,Fulham,Brentford,0,2,A,0,0,D,J Linington,9,13,4,5,11,12,2,5,1,1,0,0,2.8,3.4,2.5,2,1.8,2.87,3.3,2.45,E1_1920.csv,0.35714285714285715,0.29411764705882354,0.4,1.0512605042016807,0.33972821742605913,0.2797761790567546,0.38049560351718625,Under
E1,2020-06-20,12:30:00,Middlesbrough,Swansea,0,3,A,0,3,A,T Harrington,17,13,1,3,15,13,10,0,2,1,0,0,2.55,3.3,2.8,2,1.8,2.55,3.3,2.8,E1_1920.csv,0.3921568627450981,0.30303030303030304,0.35714285714285715,1.0523300229182584,0.37265577737447064,0.2879612825166364,0.33938294010889286,Over
