Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,B365CH,B365CD,B365CA,SourceFile,imp_prob_H,imp_prob_D,imp_prob_A,total_prob,norm_prob_H,norm_prob_D,norm_prob_A,OU_2.5
E1,2021-08-08,13:30:00,Fulham,Middlesbrough,1,1,D,1,0,H,K Stroud,16,7,3,1,14,14,4,2,2,3,0,0,1.9,3.4,4.2,2.1,1.72,1.85,3.25,4.75,E1_2122.csv,0.5263157894736842,0.29411764705882354,0.23809523809523808,1.0585286746277458,0.4972144846796657,0.27785515320334264,0.22493036211699163,Under
E1,2021-08-08,16:30:00,Coventry,Nott'm Forest,2,1,H,0,1,A,J Linington,12,10,6,2,16,12,0,5,4,1,0,0,2.45,3.3,2.8,2.5,1.53,2.2,3.1,3.6,E1_2122.csv,0.4081632653061224,0.30303030303030304,0.35714285714285715,1.0683364254792826,0.3820549927641099,0.28364688856729375,0.3342981186685962,Over
E1,2021-08-14,12:30:00,Peterboro,Derby,2,1,H,0,0,D,D Webb,13,7,4,2,9,13,2,5,4,2,0,0,2.15,3.3,3.5,2.2,1.66,2.4,3.2,3.1,E1_2122.csv,0.46511627906976744,0.30303030303030304,0.2857142857142857,1.0538608678143562,0.44134505158578524,0.28754298815437523,0.2711119602598395,Over
E1,2021-08-14,15:00:00,Barnsley,Coventry,1,0,H,1,0,H,J Busby,8,12,1,2,16,14,1,5,8,2,0,0,2,3.3,3.9,2.2,1.66,2,3.3,3.9,E1_2122.csv,0.5,0.30303030303030304,0.25641025641025644,1.0594405594405594,0.471947194719472,0.28602860286028603,0.24202420242024206,Under
E1,2021-08-14,15:00:00,Birmingham,Stoke,0,0,D,0,0,D,G Ward,9,8,2,2,7,8,7,6,1,2,0,0,2.7,3.1,2.8,2.5,1.53,3,3.1,2.5,E1_2122.csv,0.37037037037037035,0.3225806451612903,0.35714285714285715,1.050093872674518,0.3527021535960991,0.30719219829337663,0.34010564811052413,Under
E1,2021-08-14,15:00:00,Blackpool,Cardiff,0,2,A,0,0,D,A Woolmer,8,17,2,8,9,18,5,3,1,1,0,0,3.1,3.2,2.4,2.2,1.66,2.87,3.1,2.6,E1_2122.csv,0.3225806451612903,0.3125,0.4166666666666667,1.051747311827957,0.30670926517571884,0.2971246006389776,0.39616613418530355,Under
E1,2021-08-14,15:00:00,Huddersfield,Fulham,1,5,A,1,3,A,D Whitestone,9,15,2,11,10,9,5,7,1,1,0,1,4.75,3.3,1.85,2.1,1.72,4.5,3.4,1.85,E1_2122.csv,0.21052631578947367,0.30303030303030304,0.5405405405405405,1.054097159360317,0.19972192688312754,0.2874785311196533,0.5127995419972193,Over
E1,2021-08-14,15:00:00,Hull,QPR,0,3,A,0,1,A,M Donohue,12,14,4,8,6,7,7,2,0,0,1,0,2.8,3.25,2.6,2.06,1.87,2.45,3.25,3,E1_2122.csv,0.35714285714285715,0.3076923076923077,0.3846153846153846,1.0494505494505495,0.3403141361256544,0.2931937172774869,0.3664921465968586,Over
E1,2021-08-14,15:00:00,Middlesbrough,Bristol City,2,1,H,1,0,H,O Langford,13,10,7,2,15,13,1,1,1,1,0,0,1.8,3.4,5,2.2,1.66,2.05,3.2,4,E1_2122.csv,0.5555555555555556,0.29411764705882354,0.2,1.0496732026143791,0.5292652552926526,0.28019925280199254,0.19053549190535493,Over
E1,2021-08-14,15:00:00,Millwall,Blackburn,1,1,D,0,0,D,A Davies,15,2,2,1,10,15,7,3,1,2,0,0,2.45,3.2,3,2.2,1.66,2.25,3.1,3.5,E1_2122.csv,0.4081632653061224,0.3125,0.3333333333333333,1.0539965986394557,0.3872529245663574,0.2964905203711174,0.3162565550625252,Under
E1,2021-08-14,15:00:00,Nott'm Forest,Bournemouth,1,2,A,0,1,A,G Eltringham,15,8,5,3,8,16,6,4,2,1,0,1,3.5,3.3,2.15,2.2,1.66,2.62,3.2,2.8,E1_2122.csv,0.2857142857142857,0.30303030303030304,0.46511627906976744,1.0538608678143562,0.2711119602598395,0.28754298815437523,0.44134505158578524,Over
E1,2021-08-14,15:00:00,Reading,Preston,2,1,H,1,0,H,J Smith,12,13,2,5,11,16,2,12,3,0,0,0,2.2,3.2,3.5,2.1,1.72,2.37,3.2,3.1,E1_2122.csv,0.45454545454545453,0.3125,0.2857142857142857,1.0527597402597402,0.4317656129529684,0.2968388589051658,0.27139552814186585,Over
E1,2021-08-14,15:00:00,West Brom,Luton,3,2,H,2,0,H,T Robinson,18,11,6,5,15,9,8,4,2,2,0,0,1.7,3.6,5.5,2,1.93,1.61,3.9,5.5,E1_2122.csv,0.5882352941176471,0.2777777777777778,0.18181818181818182,1.0478312537136067,0.5613836121349589,0.26509781684150835,0.17351857102353274,Over
E1,2021-08-14,20:00:00,Swansea,Sheffield United,0,0,D,0,0,D,K Stroud,8,8,1,2,8,14,1,6,1,2,0,0,3,3.2,2.45,2.3,1.61,3.6,3.3,2.1,E1_2122.csv,0.3333333333333333,0.3125,0.4081632653061224,1.0539965986394557,0.3162565550625252,0.2964905203711174,0.3872529245663574,Under
E1,2021-08-17,19:45:00,Barnsley,Luton,0,1,A,0,1,A,O Langford,10,7,3,4,13,13,4,4,1,4,0,0,2.3,3.2,3.3,2.3,1.61,2.2,3.2,3.5,E1_2122.csv,0.4347826086956522,0.3125,0.30303030303030304,1.0503129117259553,0.41395531164249316,0.2975303802430419,0.2885143081144649,Under
E1,2021-08-17,19:45:00,Blackpool,Coventry,0,1,A,0,1,A,K Stroud,12,19,4,5,7,11,6,11,2,4,0,0,3,3.2,2.45,2.37,1.57,2.75,3.1,2.7,E1_2122.csv,0.3333333333333333,0.3125,0.4081632653061224,1.0539965986394557,0.3162565550625252,0.2964905203711174,0.3872529245663574,Under
E1,2021-08-17,19:45:00,Huddersfield,Preston,1,0,H,0,0,D,J Linington,7,8,0,2,12,7,4,4,3,2,0,0,2.45,3.2,3,2.3,1.61,2.6,3.1,2.87,E1_2122.csv,0.4081632653061224,0.3125,0.3333333333333333,1.0539965986394557,0.3872529245663574,0.2964905203711174,0.3162565550625252,Under
E1,2021-08-17,19:45:00,Millwall,Fulham,1,2,A,0,2,A,G Eltringham,7,16,2,6,11,11,2,5,4,2,0,0,3.8,3.1,2.15,2.3,1.61,3.6,3.1,2.2,E1_2122.csv,0.2631578947368421,0.3225806451612903,0.46511627906976744,1.0508548189679,0.250422693969566,0.3069697538981777,0.4426075521322562,Over
E1,2021-08-17,19:45:00,Peterboro,Cardiff,2,2,D,0,0,D,T Bramall,8,9,3,3,9,18,0,6,1,2,0,0,3.2,3.2,2.4,2.3,1.61,2.87,3.2,2.55,E1_2122.csv,0.3125,0.3125,0.4166666666666667,1.0416666666666667,0.3,0.3,0.39999999999999997,Over
E1,2021-08-17,19:45:00,Swansea,Stoke,1,3,A,0,1,A,J Smith,9,12,3,5,6,14,5,5,0,2,0,0,3.1,3.1,2.45,2.37,1.57,3.1,3.2,2.37,E1_2122.csv,0.3225806451612903,0.3225806451612903,0.4081632653061224,1.053324555628703,0.30625,0.30625,0.3875,Over
E1,2021-08-17,20:00:00,Reading,Bristol City,2,3,A,1,2,A,A Woolmer,11,8,3,5,11,12,5,2,0,1,0,0,2.2,3.25,3.4,2.2,1.66,2.2,3.2,3.5,E1_2122.csv,0.45454545454545453,0.3076923076923077,0.29411764705882354,1.056355409296586,0.43029595015576316,0.29127725856697817,0.27842679127725856,Over
E1,2021-08-18,19:45:00,Birmingham,Bournemouth,0,2,A,0,0,D,A Davies,9,9,3,4,17,8,5,3,1,0,0,0,3.1,3.25,2.4,2.1,1.72,2.55,3.1,2.9,E1_2122.csv,0.3225806451612903,0.3076923076923077,0.4166666666666667,1.0469396195202647,0.3081177167687142,0.29389689907169664,0.3979853841595892,Under
E1,2021-08-18,19:45:00,Hull,Derby,0,1,A,0,0,D,D Whitestone,9,13,2,5,7,11,5,3,1,3,0,0,1.8,3.75,4.5,2.1,1.72,2.1,3.1,3.9,E1_2122.csv,0.5555555555555556,0.26666666666666666,0.2222222222222222,1.0444444444444443,0.5319148936170214,0.25531914893617025,0.21276595744680854,Under
E1,2021-08-18,19:45:00,Middlesbrough,QPR,2,3,A,1,0,H,S Martin,14,8,6,6,14,17,7,1,2,1,0,1,2.4,3.25,3,2.1,1.72,2.4,3.25,3,E1_2122.csv,0.4166666666666667,0.3076923076923077,0.3333333333333333,1.0576923076923077,0.393939393939394,0.2909090909090909,0.3151515151515151,Over
E1,2021-08-18,19:45:00,Nott'm Forest,Blackburn,1,2,A,0,0,D,G Ward,7,9,4,7,13,15,3,1,1,3,1,0,2.37,3.3,3.1,2.1,1.72,2.45,3.2,3,E1_2122.csv,0.42194092827004215,0.30303030303030304,0.3225806451612903,1.0475518764616354,0.4027876210725254,0.2892747460429956,0.3079376328844791,Over
E1,2021-08-18,20:00:00,West Brom,Sheffield United,4,0,H,1,0,H,M Donohue,12,5,4,1,11,3,5,4,0,1,0,0,2.1,3.4,3.5,2.1,1.72,2,3.2,4.2,E1_2122.csv,0.47619047619047616,0.29411764705882354,0.2857142857142857,1.0560224089635852,0.4509283819628648,0.2785145888594165,0.27055702917771884,Over
E1,2021-08-20,19:45:00,Bristol City,Swansea,0,1,A,0,1,A,G Eltringham,15,8,5,4,14,14,1,2,4,6,0,0,2.15,3.25,3.6,2.2,1.66,2.15,3.25,3.6,E1_2122.csv,0.46511627906976744,0.3076923076923077,0.2777777777777778,1.050586364539853,0.4427206508371961,0.29287673824614513,0.2644026109166588,Under
E1,2021-08-21,12:30:00,QPR,Barnsley,2,2,D,0,2,A,G Ward,13,12,6,4,3,15,6,9,2,3,0,0,2.05,3.3,3.8,2,1.8,2.05,3.4,3.75,E1_2122.csv,0.48780487804878053,0.30303030303030304,0.2631578947368421,1.0539930758159257,0.46281601771544567,0.28750692009595863,0.24967706218859564,Over
E1,2021-08-21,15:00:00,Blackburn,West Brom,1,2,A,0,2,A,T Harrington,7,23,2,11,11,12,5,6,1,2,0,0,4,3.3,1.9,2.1,1.72,3.75,3.4,2.05,E1_2122.csv,0.25,0.30303030303030304,0.5263157894736842,1.0793460925039873,0.23162172146287402,0.28075360177318065,0.4876246767639453,Over
E1,2021-08-21,15:00:00,Bournemouth,Blackpool,2,2,D,2,0,H,S Martin,13,11,5,5,20,12,6,5,0,4,0,0,1.65,3.8,5.5,2,1.8,1.66,3.8,5.25,E1_2122.csv,0.6060606060606061,0.2631578947368421,0.18181818181818182,1.05103668261563,0.5766312594840667,0.25037936267071315,0.17298937784522,Over
E1,2021-08-21,15:00:00,Cardiff,Millwall,3,1,H,0,0,D,J Linington,16,12,5,5,15,14,2,3,2,1,0,0,2.2,3.2,3.5,2.5,1.53,2.35,3.1,3.3,E1_2122.csv,0.45454545454545453,0.3125,0.2857142857142857,1.0527597402597402,0.4317656129529684,0.2968388589051658,0.27139552814186585,Over
E1,2021-08-21,15:00:00,Coventry,Reading,2,1,H,0,1,A,D Webb,25,7,7,2,14,8,10,2,5,3,0,0,2.05,3.4,3.6,2.2,1.66,2.05,3.3,3.75,E1_2122.csv,0.48780487804878053,0.29411764705882354,0.2777777777777778,1.059700302885382,0.4603234298608499,0.27754795035727714,0.26212861978187285,Over
E1,2021-08-21,15:00:00,Derby,Middlesbrough,0,0,D,0,0,D,A Davies,9,11,4,3,15,7,7,3,2,4,0,0,3.1,3.1,2.45,2.3,1.61,2.7,3.1,2.8,E1_2122.csv,0.3225806451612903,0.3225806451612903,0.4081632653061224,1.053324555628703,0.30625,0.30625,0.3875,Under
E1,2021-08-21,15:00:00,Fulham,Hull,2,0,H,2,0,H,T Robinson,15,8,6,3,14,5,9,1,3,2,0,0,1.36,4.75,9.5,1.85,2,1.33,5,9,E1_2122.csv,0.7352941176470588,0.21052631578947367,0.10526315789473684,1.0510835913312693,0.6995581737849779,0.20029455081001474,0.10014727540500737,Under
E1,2021-08-21,15:00:00,Luton,Birmingham,0,5,A,0,2,A,J Busby,11,20,3,9,10,7,5,5,1,1,0,0,2,3.25,3.8,2.2,1.66,2.25,3.1,3.5,E1_2122.csv,0.5,0.3076923076923077,0.2631578947368421,1.0708502024291497,0.4669187145557656,0.28733459357277885,0.24574669187145556,Over
E1,2021-08-21,15:00:00,Preston,Peterboro,1,0,H,1,0,H,D Whitestone,16,9,7,2,14,7,5,1,2,0,0,0,2.1,3.3,3.6,2.2,1.66,2.4,3.1,3.25,E1_2122.csv,0.47619047619047616,0.30303030303030304,0.2777777777777778,1.0569985569985572,0.4505119453924914,0.28668941979522183,0.26279863481228666,Under
E1,2021-08-21,15:00:00,Sheffield United,Huddersfield,1,2,A,0,0,D,M Salisbury,16,6,6,3,7,9,6,4,0,3,0,0,1.57,3.8,5.75,2.1,1.72,1.72,3.6,4.75,E1_2122.csv,0.6369426751592356,0.2631578947368421,0.17391304347826086,1.0740136133743388,0.5930489774315686,0.24502286699146386,0.1619281555769674,Over
E1,2021-08-21,15:00:00,Stoke,Nott'm Forest,1,0,H,0,0,D,O Langford,11,2,5,0,8,6,6,2,2,2,0,0,1.83,3.5,4.5,2.3,1.61,1.72,3.6,5,E1_2122.csv,0.5464480874316939,0.2857142857142857,0.2222222222222222,1.0543845953682018,0.5182625863770978,0.27097729516288255,0.21076011846001974,Under
E1,2021-08-28,12:30:00,Cardiff,Bristol City,1,2,A,0,1,A,D Webb,12,9,5,5,9,8,4,3,2,2,0,0,1.95,3.4,4,2,1.8,1.9,3.2,4.5,E1_2122.csv,0.5128205128205129,0.29411764705882354,0.25,1.0569381598793364,0.48519443453442745,0.27827327863003926,0.23653228683553335,Over
E1,2021-08-28,12:30:00,Derby,Nott'm Forest,1,1,D,1,0,H,T Robinson,13,13,4,4,6,7,8,4,4,1,0,0,2.45,3.1,3.1,2.5,1.53,2.3,3.2,3.3,E1_2122.csv,0.4081632653061224,0.3225806451612903,0.3225806451612903,1.053324555628703,0.3875,0.30625,0.30625,Under
E1,2021-08-28,15:00:00,Barnsley,Birmingham,1,1,D,1,1,D,M Donohue,7,14,2,4,10,11,2,2,2,4,0,0,2.25,3.3,3.3,2.37,1.57,2.45,3.1,3.1,E1_2122.csv,0.4444444444444444,0.30303030303030304,0.30303030303030304,1.0505050505050504,0.42307692307692313,0.2884615384615385,0.2884615384615385,Under
E1,2021-08-28,15:00:00,Fulham,Stoke,3,0,H,1,0,H,J Gillett,20,11,9,3,7,9,8,7,0,1,0,0,1.83,3.4,4.5,2.2,1.66,1.75,3.5,5,E1_2122.csv,0.5464480874316939,0.29411764705882354,0.2222222222222222,1.0627879567127398,0.5141647343482205,0.27674160701683637,0.209093658634943,Over
E1,2021-08-28,15:00:00,Huddersfield,Reading,4,0,H,1,0,H,L Doughty,16,7,8,1,10,10,5,3,3,2,0,0,2.37,3.25,3.1,2.1,1.72,2.15,3.25,3.5,E1_2122.csv,0.42194092827004215,0.3076923076923077,0.3225806451612903,1.0522138811236401,0.4010030050349261,0.2924237298254692,0.3065732651396048,Over
E1,2021-08-28,15:00:00,Hull,Bournemouth,0,0,D,0,0,D,G Eltringham,3,12,0,5,15,16,2,6,0,2,0,0,3.6,3.4,2.1,2.1,1.72,3.25,3.3,2.25,E1_2122.csv,0.2777777777777778,0.29411764705882354,0.47619047619047616,1.0480859010270773,0.26503340757238314,0.28062360801781744,0.4543429844097996,Under
E1,2021-08-28,15:00:00,Luton,Sheffield United,0,0,D,0,0,D,A Davies,9,8,1,1,13,8,2,6,1,1,0,0,2.87,3.2,2.55,2.3,1.61,3.1,3.4,2.3,E1_2122.csv,0.3484320557491289,0.3125,0.3921568627450981,1.0530889184942271,0.33086670045615807,0.2967460719716168,0.37238722757222503,Under
E1,2021-08-28,15:00:00,Middlesbrough,Blackburn,1,1,D,1,1,D,M Salisbury,12,6,5,1,9,7,11,5,1,2,1,1,2.1,3.3,3.6,2.1,1.72,2.4,3.2,3.1,E1_2122.csv,0.47619047619047616,0.30303030303030304,0.2777777777777778,1.0569985569985572,0.4505119453924914,0.28668941979522183,0.26279863481228666,Under
E1,2021-08-28,15:00:00,Millwall,Blackpool,2,1,H,0,0,D,G Ward,18,10,7,3,8,7,14,1,4,3,0,1,1.83,3.5,4.5,2.2,1.66,1.83,3.5,4.5,E1_2122.csv,0.5464480874316939,0.2857142857142857,0.2222222222222222,1.0543845953682018,0.5182625863770978,0.27097729516288255,0.21076011846001974,Over
E1,2021-08-28,15:00:00,Preston,Swansea,3,1,H,2,1,H,T Bramall,11,5,6,2,22,10,3,1,4,1,0,0,2.25,3.3,3.3,2.2,1.66,2.25,3.3,3.3,E1_2122.csv,0.4444444444444444,0.30303030303030304,0.30303030303030304,1.0505050505050504,0.42307692307692313,0.2884615384615385,0.2884615384615385,Over
E1,2021-08-28,15:00:00,QPR,Coventry,2,0,H,0,0,D,D Whitestone,13,15,5,4,5,16,5,11,1,1,0,0,2.2,3.3,3.4,2,1.8,2.15,3.4,3.4,E1_2122.csv,0.45454545454545453,0.30303030303030304,0.29411764705882354,1.0516934046345812,0.43220338983050843,0.288135593220339,0.2796610169491525,Under
E1,2021-08-28,20:00:00,Peterboro,West Brom,0,1,A,0,0,D,J Linington,5,19,1,3,9,10,6,5,2,4,0,0,5.5,3.6,1.66,1.9,1.9,5,3.9,1.66,E1_2122.csv,0.18181818181818182,0.2777777777777778,0.6024096385542169,1.0620055981501766,0.17120265856872743,0.261559617257778,0.5672377241734945,Under
E1,2021-09-10,20:00:00,Birmingham,Derby,2,0,H,1,0,H,G Ward,13,7,4,2,19,6,2,2,2,3,0,0,1.85,3.3,4.75,2.37,1.57,1.95,3.3,4.2,E1_2122.csv,0.5405405405405405,0.30303030303030304,0.21052631578947367,1.0540971593603172,0.5127995419972192,0.28747853111965327,0.1997219268831275,Under
E1,2021-09-11,15:00:00,Blackburn,Luton,2,2,D,2,0,H,O Langford,11,10,5,4,11,11,1,4,4,5,0,0,2.2,3.3,3.4,1.9,1.9,1.9,3.3,4.5,E1_2122.csv,0.45454545454545453,0.30303030303030304,0.29411764705882354,1.0516934046345812,0.43220338983050843,0.288135593220339,0.2796610169491525,Over
E1,2021-09-11,15:00:00,Blackpool,Fulham,1,0,H,0,0,D,J Busby,8,17,1,4,12,10,4,4,3,2,0,0,6,4,1.57,1.9,1.9,5.75,3.75,1.61,E1_2122.csv,0.16666666666666666,0.25,0.6369426751592356,1.0536093418259023,0.15818639798488665,0.23727959697732998,0.6045340050377834,Under
E1,2021-09-11,15:00:00,Bournemouth,Barnsley,3,0,H,1,0,H,J Linington,14,2,8,0,10,11,6,0,3,3,0,0,1.83,3.5,4.5,2.1,1.72,1.75,3.5,4.75,E1_2122.csv,0.5464480874316939,0.2857142857142857,0.2222222222222222,1.0543845953682018,0.5182625863770978,0.27097729516288255,0.21076011846001974,Over
E1,2021-09-11,15:00:00,Bristol City,Preston,0,0,D,0,0,D,T Robinson,10,10,3,2,8,9,8,6,0,1,0,0,2.3,3.2,3.3,2.2,1.66,2.4,3.2,3.1,E1_2122.csv,0.4347826086956522,0.3125,0.30303030303030304,1.0503129117259553,0.41395531164249316,0.2975303802430419,0.2885143081144649,Under
E1,2021-09-11,15:00:00,Coventry,Middlesbrough,2,0,H,0,0,D,L Doughty,12,8,6,5,13,12,7,7,1,3,0,0,2.2,3.3,3.4,2.3,1.61,2.15,3.2,3.6,E1_2122.csv,0.45454545454545453,0.30303030303030304,0.29411764705882354,1.0516934046345812,0.43220338983050843,0.288135593220339,0.2796610169491525,Under
E1,2021-09-11,15:00:00,Reading,QPR,3,3,D,1,1,D,G Eltringham,12,22,4,4,13,12,3,6,2,1,0,0,3,3.4,2.37,1.8,2,2.87,3.4,2.4,E1_2122.csv,0.3333333333333333,0.29411764705882354,0.42194092827004215,1.049391908662199,0.3176442762535478,0.28027436140018924,0.40208136234626296,Over
E1,2021-09-11,15:00:00,Sheffield United,Peterboro,6,2,H,1,1,D,S Martin,24,7,9,5,1,18,11,3,0,2,0,0,1.66,3.75,5.5,2,1.8,1.66,3.5,5.75,E1_2122.csv,0.6024096385542169,0.26666666666666666,0.18181818181818182,1.0508944870390655,0.5732351306281267,0.25375208449138403,0.17301278488048913,Over
E1,2021-09-11,15:00:00,Stoke,Huddersfield,2,1,H,0,0,D,J Smith,6,15,2,4,16,8,3,5,2,3,0,0,1.75,3.6,5,2.1,1.72,1.95,3.4,4,E1_2122.csv,0.5714285714285714,0.2777777777777778,0.2,1.0492063492063493,0.5446293494704992,0.264750378214826,0.19062027231467474,Over
E1,2021-09-11,15:00:00,Swansea,Hull,0,0,D,0,0,D,K Stroud,16,4,4,1,9,11,7,2,1,2,0,0,2.15,3.3,3.5,2.1,1.72,2.25,3.3,3.3,E1_2122.csv,0.46511627906976744,0.30303030303030304,0.2857142857142857,1.0538608678143562,0.44134505158578524,0.28754298815437523,0.2711119602598395,Under
E1,2021-09-11,15:00:00,West Brom,Millwall,1,1,D,0,0,D,A Woolmer,11,13,2,4,14,16,4,5,1,3,0,0,1.53,4,6.5,1.9,1.9,1.55,4,6,E1_2122.csv,0.6535947712418301,0.25,0.15384615384615385,1.057440925087984,0.6180910495661476,0.23641982645905146,0.1454891239748009,Under
E1,2021-09-12,14:30:00,Nott'm Forest,Cardiff,1,2,A,1,0,H,D Whitestone,15,22,4,5,9,9,4,4,0,3,0,0,3.1,3.1,2.5,2.3,1.61,2.5,3.1,3,E1_2122.csv,0.3225806451612903,0.3225806451612903,0.4,1.0451612903225806,0.30864197530864196,0.30864197530864196,0.3827160493827161,Over
E1,2021-09-14,19:45:00,Blackburn,Hull,2,0,H,0,0,D,J Brooks,18,16,6,4,7,11,6,6,1,2,0,0,1.75,3.6,5,2.1,1.72,1.9,3.4,4.2,E1_2122.csv,0.5714285714285714,0.2777777777777778,0.2,1.0492063492063493,0.5446293494704992,0.264750378214826,0.19062027231467474,Under
E1,2021-09-14,19:45:00,Blackpool,Huddersfield,0,3,A,0,0,D,T Bramall,16,13,3,6,11,12,4,3,0,1,0,0,2.6,3.2,2.87,2.2,1.66,2.62,3.1,2.87,E1_2122.csv,0.3846153846153846,0.3125,0.3484320557491289,1.0455474403645135,0.36786028999439235,0.2988864856204438,0.3332532243851638,Over
E1,2021-09-14,19:45:00,Bournemouth,QPR,2,1,H,2,0,H,K Stroud,10,15,4,6,21,7,3,6,5,3,0,0,1.9,3.6,4,1.66,2.2,1.8,3.75,4.33,E1_2122.csv,0.5263157894736842,0.2777777777777778,0.25,1.054093567251462,0.49930651872399445,0.2635228848821082,0.23717059639389737,Over
E1,2021-09-14,19:45:00,Sheffield United,Preston,2,2,D,1,1,D,G Eltringham,13,9,6,4,10,6,2,6,2,1,0,0,1.85,3.3,4.75,2.2,1.66,1.8,3.4,4.75,E1_2122.csv,0.5405405405405405,0.30303030303030304,0.21052631578947367,1.0540971593603172,0.5127995419972192,0.28747853111965327,0.1997219268831275,Over
E1,2021-09-14,20:00:00,Reading,Peterboro,3,1,H,0,0,D,T Robinson,12,6,6,3,14,6,3,5,0,1,0,0,2.3,3.4,3.1,1.9,1.9,2,3.5,3.75,E1_2122.csv,0.4347826086956522,0.29411764705882354,0.3225806451612903,1.051480900915766,0.41349548842683415,0.2797175362887407,0.3067869752844253,Over
E1,2021-09-14,20:00:00,West Brom,Derby,0,0,D,0,0,D,K Friend,25,4,9,0,8,10,5,4,1,1,0,0,1.53,3.9,6.5,1.9,1.9,1.45,4.2,7.5,E1_2122.csv,0.6535947712418301,0.25641025641025644,0.15384615384615385,1.0638511814982405,0.6143667296786388,0.24102079395085063,0.14461247637051036,Under
E1,2021-09-15,19:45:00,Birmingham,Fulham,1,4,A,0,2,A,D Webb,18,15,7,10,9,10,10,2,2,1,0,0,3.8,3.3,2.05,2.3,1.61,3.75,3.25,2.1,E1_2122.csv,0.2631578947368421,0.30303030303030304,0.48780487804878053,1.0539930758159257,0.24967706218859564,0.28750692009595863,0.46281601771544567,Over
E1,2021-09-15,19:45:00,Bristol City,Luton,1,1,D,0,0,D,J Simpson,13,19,2,4,10,17,7,9,1,2,0,0,2.45,3.2,3,2.2,1.66,2.3,3.1,3.4,E1_2122.csv,0.4081632653061224,0.3125,0.3333333333333333,1.0539965986394557,0.3872529245663574,0.2964905203711174,0.3162565550625252,Under
E1,2021-09-15,19:45:00,Coventry,Cardiff,1,0,H,1,0,H,M Salisbury,11,10,4,1,3,15,7,6,2,1,1,0,2.2,3.3,3.4,2.2,1.66,2.1,3.4,3.5,E1_2122.csv,0.45454545454545453,0.30303030303030304,0.29411764705882354,1.0516934046345812,0.43220338983050843,0.288135593220339,0.2796610169491525,Under
E1,2021-09-15,19:45:00,Nott'm Forest,Middlesbrough,0,2,A,0,1,A,A Woolmer,15,13,3,6,14,13,6,7,1,5,0,0,2.9,3.1,2.55,2.5,1.53,2.75,3,2.75,E1_2122.csv,0.3448275862068966,0.3225806451612903,0.3921568627450981,1.0595650941132848,0.32544256895841916,0.30444627418690823,0.3701111568546728,Under
E1,2021-09-15,19:45:00,Stoke,Barnsley,1,1,D,1,1,D,L Doughty,12,9,7,4,12,12,12,4,1,5,1,0,1.75,3.5,5,2.2,1.66,1.61,3.6,6,E1_2122.csv,0.5714285714285714,0.2857142857142857,0.2,1.0571428571428572,0.5405405405405405,0.27027027027027023,0.1891891891891892,Under
E1,2021-09-15,19:45:00,Swansea,Millwall,0,0,D,0,0,D,J Busby,12,10,4,4,13,8,7,3,2,3,0,0,2.6,3.1,2.9,2.3,1.61,2.45,3.1,3.1,E1_2122.csv,0.3846153846153846,0.3225806451612903,0.3448275862068966,1.0520236159835714,0.36559577063847093,0.3066287108580724,0.3277755185034567,Under
E1,2021-09-18,12:30:00,Hull,Sheffield United,1,3,A,0,1,A,D Whitestone,10,15,5,8,8,10,6,4,3,2,0,0,3.25,3.3,2.3,2.2,1.66,3.8,3.4,2,E1_2122.csv,0.3076923076923077,0.30303030303030304,0.4347826086956522,1.045505219418263,0.29430011632415665,0.28984102365257847,0.41585886002326483,Over
E1,2021-09-18,15:00:00,Barnsley,Blackburn,0,0,D,0,0,D,A Woolmer,13,3,4,2,9,13,8,1,0,1,0,0,3,3,2.62,2.2,1.66,3.2,3.1,2.4,E1_2122.csv,0.3333333333333333,0.3333333333333333,0.38167938931297707,1.0483460559796436,0.3179611650485437,0.3179611650485437,0.3640776699029127,Under
E1,2021-09-18,15:00:00,Cardiff,Bournemouth,0,1,A,0,0,D,J Smith,6,16,2,5,6,7,2,5,3,3,0,0,2.9,3.2,2.55,2,1.8,3,3.3,2.4,E1_2122.csv,0.3448275862068966,0.3125,0.3921568627450981,1.0494844489519948,0.3285685524461445,0.29776525065431847,0.37366619689953695,Under
E1,2021-09-18,15:00:00,Derby,Stoke,2,1,H,2,0,H,J Simpson,14,13,5,5,10,8,7,6,2,3,0,0,3.1,3.1,2.45,2.37,1.57,3.75,3.1,2.15,E1_2122.csv,0.3225806451612903,0.3225806451612903,0.4081632653061224,1.053324555628703,0.30625,0.30625,0.3875,Over
E1,2021-09-18,15:00:00,Fulham,Reading,1,2,A,0,1,A,S Martin,25,8,5,4,17,12,9,0,4,3,0,0,1.33,5,9.5,1.66,2.2,1.33,5.25,8.5,E1_2122.csv,0.7518796992481203,0.2,0.10526315789473684,1.057142857142857,0.7112375533428166,0.18918918918918923,0.09957325746799432,Over
E1,2021-09-18,15:00:00,Huddersfield,Nott'm Forest,0,2,A,0,1,A,C Kavanagh,10,8,2,4,9,9,6,5,2,1,0,0,2.05,3.3,3.8,2.2,1.66,2,3.3,4,E1_2122.csv,0.48780487804878053,0.30303030303030304,0.2631578947368421,1.0539930758159257,0.46281601771544567,0.28750692009595863,0.24967706218859564,Under
